gene,P15_L3_806506.R2.clean_H,P11-N_L2_807507.R2.clean_H,P13_L3_804504.R2.clean_H,P11-2_802502.R2.clean_L,P11-1_801501.R2.clean_L,P2-N_L3_808508.R2.clean_M,P11-2_802502.R2.clean_H,P2-N_L3_808508.R2.clean_L,P11-N_L2_807507.R2.clean_L,P15_L3_806506.R2.clean_L,P11-2_802502.R2.clean_M,P13_L3_804504.R2.clean_L,P12_L3_803503.R2.clean_L,P2-N_L3_808508.R2.clean_H,P11-1_801501.R2.clean_H,P12_L3_803503.R2.clean_H,P14_L3_805505.R2.clean_L,P13_L3_804504.R2.clean_M,P11-N_L2_807507.R2.clean_M,P14_L3_805505.R2.clean_H,P12_L3_803503.R2.clean_M,P11-1_801501.R2.clean_M
Pde1c,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,0
Pde2a,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0
Pde3a,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,22,0,0
Pde3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde4a,0,0,1,0,15,0,0,0,0,1,0,0,0,0,1,0,4,0,0,68,1,0
Pde4b,14,140,1577,1190,640,58,1984,315,293,1171,2364,6323,1607,2,280,585,1836,5980,82,564,1186,129
Pde4c,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pde4d,62,25,177,222,5,9,70,228,3,86,167,10,47,3,14,112,308,702,5,703,173,8
Pde4dip,94,17,26,3,53,154,396,136,6,5,7,2,118,2,12,78,76,2,1,225,111,19
Pde5a,0,5,9,0,0,1,0,52,0,1,26,934,1,88,0,0,0,15,9,73,0,0
Pde6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde6b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde6d,66,38,999,142,92,116,587,258,14,136,331,432,86,176,118,230,233,1105,20,276,300,9
Pde6g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Pde6h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde7a,90,43,471,312,40,4,264,274,9,110,6,445,112,60,37,99,361,675,20,368,10,117
Pde7b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,5,0,0,17,0,0
Pde8a,0,14,7,17,0,16,82,50,2,0,255,448,4,1,19,46,1,35,17,30,18,9
Pde8b,49,0,0,0,1,107,2,3,10,13,0,0,10,1,23,0,7,0,0,15,26,14
Pde9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdgfa,126,446,973,1663,353,643,2302,1891,184,322,1895,980,454,419,347,313,1060,1437,152,1336,571,571
Pdgfb,0,7,1,244,39,47,60,57,0,33,45,127,61,0,56,1,0,44,0,0,48,13
Pdgfc,0,9,1,281,3,0,12,0,0,0,21,0,2,0,1,2,112,0,21,70,40,1
Pdgfd,0,0,0,0,0,49,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
Pdgfra,0,0,0,0,0,3,0,2,0,0,0,0,0,138,0,0,0,0,0,285,3,0
Pdgfrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,678,0,0
Pdgfrl,0,0,0,0,0,54,0,2,0,0,1,1,0,1,0,0,11,1,0,998,0,0
Pdha1,253,148,2965,1150,187,184,1623,378,71,358,1161,1284,328,225,243,604,450,2999,76,1825,486,270
Pdha2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdhb,1243,244,11431,3004,960,369,3384,1445,309,1243,1477,8715,1748,671,674,2070,2164,8272,192,6260,1305,929
Pdhx,107,29,1174,279,100,4,276,185,35,346,538,641,113,193,44,171,142,628,27,980,96,115
Pdia2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdia3,2100,896,22441,5591,2605,1923,11786,3766,680,3820,10195,17760,2348,520,2119,2592,2535,19304,393,8199,2803,2346
Pdia4,372,43,856,661,253,76,1052,204,45,323,783,1358,151,119,148,177,313,2080,20,947,184,162
Pdia5,61,0,424,0,26,136,0,0,0,27,0,3,0,0,0,0,16,1,18,249,0,19
Pdia6,1094,642,11090,4184,1802,1352,7294,2255,343,1451,6780,9087,2317,557,1175,2466,2959,10690,404,7552,1983,1457
Pdik1l,67,58,1022,403,196,64,234,83,62,196,417,346,13,100,152,233,188,1324,5,291,149,100
Pdilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdk1,453,87,1494,411,199,196,1682,546,122,286,551,723,116,225,168,194,370,1243,31,1000,297,245
Pdk2,3,64,957,73,2,99,124,396,16,321,148,25,49,324,39,227,345,1184,57,648,130,41
Pdk3,369,64,1159,223,195,138,323,340,29,340,433,1587,159,156,106,227,286,923,18,1693,417,142
Pdk4,59,0,496,0,0,2,17,12,0,319,3,23,0,0,18,4,166,31,0,27,31,0
Pdlim1,121,406,5293,1270,1493,142,4107,1275,569,930,5617,1640,1143,445,916,524,2032,3923,290,1629,1061,937
Pdlim2,360,291,3545,1930,588,2,2136,386,323,1424,3129,11349,1204,252,757,327,1030,5465,149,947,660,958
Pdlim3,50,0,249,0,0,428,0,1016,0,315,0,11,1,913,0,49,4,5,0,207,1,0
Pdlim4,201,31,3187,217,25,135,201,420,21,167,522,857,175,38,320,739,436,3359,181,276,350,8
Pdlim5,425,167,4266,705,203,363,1462,1062,52,2095,1587,5615,777,181,325,674,799,4216,123,440,667,252
Pdlim7,265,25,676,359,50,471,590,1233,16,735,76,404,8,22,2,261,2014,637,0,1822,487,52
Pdp1,11,30,755,885,166,35,622,380,68,140,1464,1962,149,137,58,117,292,330,83,349,180,76
Pdp2,307,14,3141,715,7,0,1531,134,18,89,625,743,160,1,175,1046,306,1840,30,3614,577,287
Pdpk1,252,111,3137,790,270,70,543,454,62,408,441,1982,559,118,132,218,473,1621,79,395,405,133
Pdpn,0,105,4,1188,607,12049,2585,844,16,1,3036,5,100,647,1059,366,121,572,0,5212,225,736
Pdpr,77,14,724,110,7,1,116,167,1,164,338,288,69,3,5,44,16,1223,4,23,101,70
Pdrg1,2129,319,7934,3104,1109,425,4354,1659,250,2691,4077,7014,1258,697,1133,1190,2408,7430,270,6262,1202,1003
Pds5a,285,187,2845,765,373,192,1701,523,140,976,1343,2968,255,310,229,346,860,805,40,1556,328,131
Pds5b,7,69,1265,422,223,26,673,393,49,222,935,753,243,13,123,183,99,425,23,417,316,134
Pdss1,8,13,141,218,12,1,20,12,34,2,10,85,31,0,19,30,1,142,0,50,119,0
Pdss2,66,14,54,0,0,0,0,16,3,14,2,755,89,0,26,0,65,15,0,340,50,6
Pdx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdxdc1,250,23,1814,348,69,70,556,202,66,384,259,871,64,47,139,78,187,1121,26,328,222,10
Pdxk,0,33,10,0,48,48,41,39,66,1,296,143,5,0,0,125,359,226,33,335,136,52
Pdxk-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,2,0,0
Pdyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdzd11,400,317,4266,597,474,404,904,738,118,1055,1747,4924,505,145,407,586,635,2954,122,2422,555,178
Pdzd2,562,194,2097,772,134,550,902,838,170,1791,1307,3078,439,540,163,357,286,4012,124,591,338,210
Pdzd3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
Pdzd4,0,12,27,0,0,0,0,2,0,0,0,1,0,69,0,30,4,7,0,45,1,0
Pdzd7,72,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
Pdzd8,375,134,2793,862,355,35,1820,476,104,803,925,2180,802,519,142,494,550,1911,103,1480,233,127
Pdzd9,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0
Pdzk1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pdzk1ip1,446,951,40450,7533,1741,919,8930,3687,1257,17698,5281,65120,2289,3835,1142,1771,7727,47051,723,1319,1074,1738
Pdzph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdzrn3,217,8,966,0,0,322,96,639,0,915,14,1132,15,361,13,47,536,811,0,304,113,0
Pdzrn4,0,18,647,483,0,169,256,859,38,0,17,10,0,218,0,0,67,8,35,2,0,15
Pea15a,37,51,756,115,97,227,423,132,39,443,155,1127,153,61,67,97,277,838,19,618,97,107
Pea15b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peak1,0,15,661,273,34,72,7,131,16,158,257,7,5,2,0,57,28,217,18,104,53,36
Peak1os,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pear1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,48,19,0,0,104,0,1
Pebp1,1130,452,6839,2452,1023,450,5867,2079,423,1365,5775,7837,1614,407,1015,1593,3418,7251,284,10242,1103,1119
Pebp4,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,65,0,0
Pecam1,1,2,1,1,41,3,36,69,0,11,1,5,7,16,1,109,0,2,2,11,3,1
Pecr,119,134,735,290,139,6,417,625,80,45,300,1139,561,3,102,178,574,1047,26,1100,106,252
Pef1,86,234,1257,431,476,198,971,1221,167,896,1850,2697,278,243,268,210,874,1518,121,1257,323,393
Peg10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peg12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peg13,2,4,177,3,8,49,257,1,10,95,0,12,70,0,8,2,177,95,20,211,0,33
Peg3,0,0,0,5,28,92,320,125,0,0,4,0,0,336,1,49,4,0,0,403,1,0
Peli1,1229,113,5692,829,340,449,1769,419,112,1670,482,4629,646,394,146,593,1460,7059,54,1406,547,199
Peli2,3,56,124,534,72,67,415,164,47,238,265,3,65,129,45,145,79,241,48,82,256,91
Peli3,0,17,0,152,65,0,10,0,0,22,53,149,27,0,1,1,84,39,0,109,1,1
Pelo,1,11,308,151,16,23,63,1,5,72,24,160,21,0,54,45,26,587,4,44,12,72
Pelp1,116,27,512,68,102,50,350,139,28,127,494,346,131,6,71,167,57,520,22,225,66,114
Pemt,67,0,0,202,0,1,10,1,0,2,147,0,1,61,1,2,367,0,0,160,65,0
Penk,0,0,109,0,0,0,0,0,0,0,0,0,0,44,7,21,0,1,0,0,0,0
Peo1,292,62,1911,35,87,0,538,173,31,271,652,133,83,1,73,114,212,1314,25,522,110,64
Pepd,271,107,4705,1281,318,177,1482,436,122,1113,948,6498,180,475,413,320,708,1549,11,1420,303,222
Per1,31,38,300,876,64,1,224,0,54,302,253,1516,212,59,11,96,496,184,13,231,117,123
Per2,0,0,0,0,0,0,0,0,0,0,0,42,0,0,9,0,0,0,0,43,2,0
Per3,295,190,689,230,179,1,922,212,36,455,854,3493,158,3,116,124,69,643,10,1138,134,114
Perm1,3,18,1,0,0,0,0,0,20,113,0,2,0,0,0,0,41,211,1,81,0,9
Perp,16214,10244,209828,80104,22364,4097,78355,20263,9732,85771,103118,471948,36535,16900,19845,18797,77235,362221,6362,60857,22130,17507
Pes1,527,265,1999,682,331,126,2117,458,117,452,1757,3265,559,44,532,578,924,2100,91,2126,180,527
Pet100,625,37,379,224,99,544,684,884,59,742,334,354,17,242,73,34,106,384,18,103,32,69
Pet117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex1,197,9,1023,22,36,194,234,183,38,46,96,608,4,3,28,231,128,614,12,598,101,0
Pex10,23,1,50,7,9,26,334,6,12,28,12,806,2,4,37,1,155,91,8,83,61,17
Pex11a,169,17,1000,204,28,120,481,368,30,469,196,1034,4,6,1,184,190,1305,5,114,127,1
Pex11b,117,131,1191,546,297,62,1285,341,62,356,391,1263,264,162,225,391,307,1479,45,1198,252,265
Pex11g,4,0,2,0,32,25,0,85,0,20,2,69,1,0,1,34,1,53,0,2,0,1
Pex12,3,50,618,4,76,2,5,237,12,33,220,604,31,47,21,38,66,285,3,277,80,17
Pex13,7,19,715,156,108,46,189,103,27,153,266,1057,216,0,65,30,62,1477,18,178,203,39
Pex13-ps,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pex14,90,95,1432,525,414,199,433,171,76,526,825,3804,177,4,225,186,349,518,83,733,210,201
Pex16,345,175,1446,590,407,109,662,254,117,656,802,4069,329,10,38,456,940,3364,88,1040,271,299
Pex19,283,136,2859,555,323,367,2074,587,67,774,779,1510,116,324,183,462,734,2687,38,2124,428,186
Pex2,387,191,1785,1043,268,223,1417,680,112,708,1581,3103,474,274,269,296,827,846,89,1486,231,301
Pex26,96,48,305,139,21,109,48,0,5,93,207,902,17,7,14,30,179,284,0,220,34,5
Pex3,23,46,511,268,86,2,174,231,24,453,35,1217,56,17,17,39,642,821,47,47,78,30
Pex5,12,24,194,36,47,31,252,27,2,114,40,222,28,2,31,187,28,243,17,186,18,57
Pex5l,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0
Pex6,1,29,424,540,237,2,327,122,26,172,155,759,66,0,28,0,276,298,38,284,7,3
Pex7,206,116,1131,1008,270,133,629,376,142,641,482,3889,570,311,241,599,549,2687,113,1300,463,295
Pf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,114,0,0
Pfas,1408,231,7838,2128,480,285,4777,386,56,840,2879,4792,1074,51,376,1870,971,5602,54,7675,1082,367
Pfdn1,1401,401,9008,3854,1314,866,6468,2115,377,3322,4625,9418,1058,1271,722,1213,2882,9955,199,6803,1504,894
Pfdn2,1153,150,5648,2746,774,299,2683,679,161,1371,2806,4154,554,523,502,666,1120,5395,63,4354,633,639
Pfdn4,227,18,1464,530,63,116,762,463,45,354,328,1124,199,193,147,231,252,1727,13,722,138,105
Pfdn5,3272,1521,22038,9212,2848,2764,9957,7898,1275,7845,13382,23028,2322,4147,1846,1754,9351,18628,1086,15315,2144,2141
Pfdn6,929,283,7060,1920,738,293,3665,1418,305,734,1752,3327,629,609,475,690,1506,6067,136,6290,523,327
Pfkfb1,0,0,14,1,7,0,37,0,0,0,0,0,0,0,0,37,0,41,0,1,0,1
Pfkfb2,2,0,208,240,64,0,6,7,11,67,9,42,0,57,13,73,1,194,0,233,0,77
Pfkfb3,40,50,2,304,115,66,596,134,21,7,252,34,62,1,32,2,2,213,22,0,192,23
Pfkfb4,50,1,239,0,45,2,34,164,11,2,0,1,0,1,5,0,0,75,5,54,0,43
Pfkl,41,207,1715,1910,483,208,1379,37,175,253,2378,2859,608,2,372,249,518,1672,60,762,543,498
Pfkm,17,3,379,159,4,101,172,178,33,111,194,77,1,180,35,72,192,81,1,94,93,72
Pfkp,87,768,7558,4522,2360,304,5544,1045,822,2862,6190,5247,2281,243,774,1095,2367,4871,474,971,1359,1502
Pfn1,2969,1177,35220,14169,4128,2387,25121,7764,1033,7754,18488,40823,4335,3168,2654,4306,8347,35922,817,20462,3864,3263
Pfn2,320,48,663,377,92,90,361,528,0,1786,355,1299,89,451,74,91,1836,2436,16,755,251,2
Pfn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfn4,0,0,255,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,58,0,0
Pfpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pga5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgam1,7,81,196,183,54,4,290,10,8,16,293,521,21,0,79,36,72,149,5,281,165,23
Pgam1-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgam1-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgam2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Pgam5,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0
Pgap1,173,111,5310,396,131,124,916,48,80,1675,728,4580,177,11,76,589,1084,11579,53,443,109,89
Pgap2,503,402,4098,982,416,271,1487,583,155,2660,861,4630,517,181,239,468,708,3089,130,916,543,379
Pgap3,19,18,29,237,5,0,335,75,25,117,13,1470,153,0,23,103,109,848,0,230,116,81
Pgbd1,109,0,4,0,16,0,1,36,1,142,0,432,19,0,0,63,2,6,0,95,0,0
Pgbd5,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,13,0,0
Pgc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgd,651,76,2038,280,93,427,1116,370,19,946,1190,2570,135,6,137,394,704,1174,61,1895,275,152
Pgf,0,0,0,2,0,0,60,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0
Pggt1b,9,49,1152,177,163,2,372,363,51,186,287,245,357,2,52,405,107,637,10,443,320,106
Pgk1,82,171,1863,525,272,19,1494,53,138,142,737,1033,282,7,165,166,544,1458,126,1271,313,240
Pgk1-ps3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgk1-rs7,34,34,310,225,53,11,419,15,37,117,261,253,84,2,28,59,210,365,16,483,97,70
Pgk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgls,1430,734,4520,2892,1115,441,3140,1761,510,1916,3281,9967,1136,378,992,1737,4518,11258,389,9894,1291,710
Pglyrp1,0,0,0,41,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,32,0
Pglyrp2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pglyrp3,1,14,9,1,1,0,0,0,0,109,1,7,0,2,0,0,0,443,0,0,0,0
Pglyrp4,25,7,1858,0,4,0,298,0,0,193,35,1226,12,0,5,19,28,908,4,7,0,8
Pgm1,9,7,499,59,6,80,196,77,8,100,75,719,32,2,0,6,18,127,5,58,21,29
Pgm2,62,28,397,674,197,131,954,0,100,61,812,868,213,4,189,352,161,1219,68,1017,179,225
Pgm2l1,102,38,0,164,119,0,168,0,14,88,197,1,3,0,1,0,4,9,13,173,45,1
Pgm3,49,7,40,0,2,0,9,36,0,122,1,8,1,60,37,61,8,3,0,32,12,3
Pgm5,0,4,0,1,1,0,138,0,0,0,2,0,0,0,0,10,0,0,0,0,1,6
Pgp,209,113,1517,226,276,76,604,104,54,232,188,1693,80,1,100,558,416,354,33,2323,634,254
Pgpep1,241,40,1192,621,85,46,564,106,34,115,605,690,233,435,60,486,398,1275,53,959,205,94
Pgpep1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pgr15l,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pgrmc1,118,302,7797,2345,716,330,2717,771,339,1990,3333,6967,1027,472,736,858,2593,9075,222,2562,568,679
Pgrmc2,188,77,1285,721,311,4,1180,328,95,677,933,2129,284,214,301,211,425,1281,34,727,242,254
Pgs1,170,75,723,267,241,96,459,305,15,464,693,1860,208,11,115,244,712,1116,27,1170,220,235
Phactr1,0,0,3,0,0,0,0,3,0,0,0,497,0,0,3,1,1,3,0,102,0,0
Phactr2,4,140,784,2090,766,234,735,159,148,429,1310,5112,734,1,277,335,325,3078,164,540,160,202
Phactr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phactr4,295,44,365,125,79,29,461,131,12,610,141,622,139,167,82,97,55,717,6,125,43,61
Phax,204,119,1573,2344,959,452,2227,643,94,521,2570,1827,834,314,341,724,639,2786,265,1923,614,314
Phb,511,155,5154,2547,599,188,2103,532,209,710,2588,6658,732,177,648,1124,1960,4448,97,5273,514,583
Phb2,1069,457,5669,3987,994,485,3443,1662,361,1580,4134,6914,1060,366,807,1778,2342,8404,237,8726,1137,917
Phc1,53,0,0,0,0,0,62,0,0,14,0,0,0,0,0,0,3,0,0,253,0,0
Phc2,63,5,181,231,112,0,142,104,17,153,149,157,78,38,20,82,68,980,12,126,71,96
Phc3,147,33,907,88,50,4,419,497,34,411,409,769,137,78,100,151,84,1473,11,216,103,77
Phex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf1,0,3,4,0,37,0,60,40,3,2,1,274,23,31,0,0,63,128,16,30,4,14
Phf10,37,4,48,202,27,62,15,2,20,28,25,122,15,15,74,31,119,40,0,77,57,8
Phf11a,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Phf11b,0,0,0,0,0,73,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf11c,0,9,5,53,0,58,0,0,0,66,0,0,0,0,0,0,0,3,19,0,0,0
Phf11d,0,2,1,43,92,98,94,78,22,0,388,0,57,58,33,0,0,0,13,0,1,28
Phf12,13,1,0,470,25,45,9,5,1,62,7,39,17,0,0,46,43,26,1,172,43,14
Phf13,0,21,220,142,86,36,312,38,12,80,306,185,196,0,66,124,168,109,24,95,95,73
Phf14,462,105,1310,730,298,127,753,693,197,341,745,2644,383,635,162,96,401,1643,30,965,196,294
Phf19,2,1,298,37,0,0,0,0,3,0,1,11,0,0,0,0,0,70,0,2,0,0
Phf2,4,36,486,24,0,44,128,4,12,316,84,42,4,269,27,23,57,344,8,95,188,12
Phf20,153,219,2561,499,307,254,208,206,107,260,320,1019,253,317,164,423,609,2489,104,1475,316,96
Phf20-ps,27,24,252,0,21,26,31,0,6,12,4,83,11,15,31,50,41,219,2,202,76,5
Phf20l1,1514,135,8811,2067,417,230,855,719,162,2348,2336,5378,418,224,174,857,1142,6112,62,2674,610,546
Phf21a,104,14,1663,349,331,5,2446,624,86,540,470,1916,389,208,154,86,317,1460,10,474,86,201
Phf21b,0,0,0,0,0,0,3,0,3,2,38,0,0,0,0,0,0,0,0,0,0,0
Phf23,137,115,1758,892,559,161,540,297,216,502,1676,3634,1143,18,337,804,536,3378,83,1457,841,302
Phf24,17,0,2,1,0,0,0,0,0,48,0,395,0,27,1,0,73,6,0,0,6,0
Phf2os1,0,0,0,1,0,0,74,0,0,6,0,0,0,0,7,0,26,0,0,2,0,1
Phf3,248,129,2041,645,128,231,1190,902,141,476,175,513,138,253,109,341,175,1106,56,448,386,117
Phf5a,626,382,7223,2189,690,364,3265,724,337,1254,3718,1625,499,791,622,1035,2467,5729,238,8387,1119,603
Phf6,20,18,242,6,90,206,503,171,50,158,173,853,50,118,123,136,252,269,49,665,313,130
Phf7,38,25,8,2,57,0,146,4,0,128,1,15,68,2,21,125,262,818,11,195,63,54
Phf8,91,91,124,402,40,56,21,120,28,142,16,618,78,39,9,78,121,419,15,84,85,29
Phgdh,187,240,2109,721,618,70,1581,392,216,79,1397,25,500,45,461,986,871,1603,212,4251,685,522
Phgr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phip,325,356,4720,2414,728,397,1812,1228,232,1090,1418,6043,1114,917,457,692,1106,4454,297,1544,1049,282
Phka1,0,22,0,0,0,1,0,77,43,0,0,0,0,95,0,1,0,0,9,0,15,0
Phka2,167,27,412,197,52,65,84,221,16,34,40,241,13,5,113,109,156,295,9,36,63,1
Phkb,67,11,933,7,35,15,303,463,14,477,626,1550,57,69,54,249,458,1328,67,347,270,29
Phkg1,5,0,61,1,0,0,0,0,0,185,0,1,2,0,0,0,2,2,0,0,1,0
Phkg2,7,18,346,125,25,99,81,92,31,154,73,8,85,2,11,42,156,387,0,229,25,12
Phlda1,13,6,434,1362,70,857,349,1453,24,123,1438,1017,250,222,66,28,189,387,12,1512,105,182
Phlda2,760,3,495,0,67,0,0,119,22,198,133,1382,1,31,1,173,26,1328,15,523,9,0
Phlda3,539,281,940,2322,780,390,1782,1292,173,1597,3451,5445,1005,803,613,608,2846,1868,129,5965,1266,814
Phldb1,0,33,0,215,256,2,71,246,30,2,982,0,15,1,153,1,82,9,20,101,107,166
Phldb2,0,132,5,753,352,104,753,2,104,0,1096,19,151,0,55,165,4,328,83,55,229,365
Phldb3,37,22,95,87,35,0,84,107,31,18,187,433,34,10,10,11,24,28,11,16,38,22
Phlpp1,117,0,1457,5,13,129,174,50,7,5,6,554,29,0,21,47,123,337,10,31,11,94
Phlpp2,2,0,3,2,0,2,121,110,0,139,0,21,1,57,1,1,13,231,0,220,0,5
Phospho1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phospho2,240,61,976,830,276,1,958,142,97,538,737,2526,134,1,93,458,276,372,23,816,116,168
Phox2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phox2b,0,0,0,0,0,0,0,1,0,0,0,0,0,83,0,0,0,0,3,0,0,0
Phpt1,255,52,609,483,197,148,1299,813,74,187,829,714,256,277,167,185,520,892,51,1308,154,124
Phrf1,256,59,1639,6,115,310,394,208,55,267,254,1740,267,81,66,462,72,3530,90,405,156,26
Phtf1,53,30,463,247,50,3,132,108,86,116,4,792,28,49,125,33,71,41,55,307,70,82
Phtf1os,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0
Phtf2,407,9,1450,130,76,70,47,129,25,322,92,943,7,297,16,109,62,552,3,193,23,28
Phxr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phxr4,0,73,3,1,3,116,68,1,0,16,0,275,0,1,17,29,55,0,1,23,0,1
Phyh,170,251,1901,169,198,110,922,1263,136,934,1224,1326,324,190,263,445,1494,1014,117,1041,416,196
Phyhd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyhip,44,38,745,125,84,224,403,266,2,477,135,2252,82,77,26,84,556,1703,5,182,90,89
Phyhipl,0,8,1,0,0,1,0,120,0,0,0,0,0,1,0,0,1,0,0,28,0,0
Phykpl,101,47,614,39,121,74,1041,239,0,104,507,485,49,252,26,64,53,214,20,317,217,148
Pi15,7,68,591,9,25,3181,825,1937,1,1348,2,513,25,3182,5,139,582,603,0,193,136,2
Pi16,1,0,0,0,38,2367,0,58,0,3,0,0,0,365,0,0,0,0,0,0,0,3
Pi4k2a,378,122,1093,967,476,183,881,174,103,342,1418,2762,265,401,213,149,473,1172,43,578,224,302
Pi4k2b,117,14,791,393,28,0,126,248,24,167,1,1102,174,70,23,138,92,69,39,362,112,89
Pi4ka,89,59,545,487,83,175,714,327,58,525,102,1878,50,342,42,42,108,931,47,550,43,69
Pi4kb,79,9,3,27,12,13,18,29,1,43,30,44,7,0,5,3,23,63,15,48,11,0
Pianp,0,11,0,1,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,635,1,0
Pias1,153,161,3193,618,289,3,1168,317,49,611,1255,2596,419,129,192,308,216,2605,36,681,173,153
Pias2,154,19,351,124,50,36,81,67,33,77,57,1069,44,209,22,28,118,65,19,465,183,59
