p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.69424991587253e-11,0.5321826798158,0.69,0.433,2.39295858117837e-07,1,Gnai1
2.05257460671452e-11,0.67198161741503,0.698,0.49,2.89905637452359e-07,1,Cbr2
2.25545841661102e-11,-1.07875350335758,0.405,0.714,3.1856094676214e-07,1,Cald1
2.43874027710488e-11,-0.250111838596919,0.016,0.305,3.44447676738294e-07,1,Pdzrn3
2.51018193668887e-11,0.259692354735417,0.46,0.19,3.54538096737936e-07,1,Gna14
2.57611317884058e-11,1.06657189281038,0.73,0.499,3.63850225379443e-07,1,Fam81a
2.65085021924295e-11,0.264531723498928,0.294,0.079,3.74406084965874e-07,1,Dlk2
2.77757778990542e-11,-0.717736562302417,0.413,0.716,3.92305087046241e-07,1,Pla2g2f
3.02860718394407e-11,0.455805392412418,0.794,0.552,4.27760478660261e-07,1,Itgb1
3.08221344033911e-11,0.81070626128642,0.96,0.93,4.35331826313495e-07,1,Avpi1
3.24706112838236e-11,0.74451004441243,0.913,0.859,4.58614913772724e-07,1,Fam162a
3.71159258816417e-11,0.588833503685462,0.659,0.399,5.24225337152308e-07,1,Fam213a
3.72689642277988e-11,-1.27702993568977,0.024,0.313,5.2638685075343e-07,1,Krtap8-1
3.94146383254583e-11,0.505741077170978,0.619,0.358,5.56692351708773e-07,1,Prss23
3.9546533627683e-11,-0.290486833392942,0.048,0.362,5.58555240957395e-07,1,Msx1
4.39236282158965e-11,0.692545629166026,0.81,0.663,6.20377324921323e-07,1,Bhlhe40
4.41560041696468e-11,-0.588026532465413,0.143,0.48,6.23659402892091e-07,1,Krt23
4.78623044752426e-11,0.506513216369679,0.754,0.561,6.76007188408327e-07,1,Tnfrsf19
5.57797668185296e-11,0.867423498821485,0.968,0.942,7.87833426544912e-07,1,Atf3
5.70768887586853e-11,0.291973689890367,0.325,0.1,8.06153976827671e-07,1,Ly6c1
6.06798652258871e-11,-0.553540213279253,0.976,0.962,8.57042416450429e-07,1,Slc25a5
6.18380212706455e-11,-0.351627599218137,0.159,0.486,8.73400212426596e-07,1,Gclm
6.85965054638684e-11,-0.322979710238714,0.119,0.426,9.68857043171678e-07,1,Foxn1
7.00105102770864e-11,-0.547495922895325,0.278,0.603,9.88828447153568e-07,1,Lap3
7.74378402559022e-11,-0.610671766319097,0.802,0.919,1.09373205577436e-06,1,Nhp2
7.93508743092424e-11,0.407428969909242,0.849,0.708,1.12075174874374e-06,1,Bcam
7.99405808123193e-11,-0.674019230867585,0.19,0.499,1.1290807633932e-06,1,Chil1
8.581967194075e-11,0.362227131603234,0.421,0.166,1.21211704649115e-06,1,Popdc3
8.90342924638731e-11,0.384985820748154,0.659,0.392,1.25752034675974e-06,1,Socs3
8.97943762723618e-11,0.721682611881685,0.579,0.352,1.26825577047084e-06,1,Thbs1
9.05446048418328e-11,-0.744488478579032,0.627,0.785,1.27885199878605e-06,1,Gstm5
9.78833924614153e-11,-0.279749413625153,0.127,0.429,1.38250503512503e-06,1,Cldn4
1.07118894333171e-10,-0.322667271845743,0.071,0.375,1.51294726356171e-06,1,Skint2
1.14430703580573e-10,-0.635263646283622,0.381,0.665,1.61621925737201e-06,1,Qsox1
1.15769369400768e-10,-0.477063272912655,0.087,0.403,1.63512657341645e-06,1,Mfge8
1.16225123542412e-10,-0.317176872257156,0.079,0.394,1.64156364491303e-06,1,Ppm1h
1.28085198664278e-10,-0.292261319101492,0.111,0.416,1.80907534593427e-06,1,Myo1b
1.46154041610708e-10,-0.485806717248705,0.738,0.896,2.06427968370965e-06,1,Ndufa4
1.52875109866696e-10,0.516361122794246,0.976,0.97,2.15920805175722e-06,1,Aldoa
1.80300559556742e-10,-1.12080080526952,0.063,0.367,2.54656510317942e-06,1,Krt35
1.89635287431738e-10,0.497489921698192,0.706,0.456,2.67840879968587e-06,1,Postn
1.98982069564984e-10,-0.630829675306397,0.429,0.659,2.81042275053584e-06,1,Agpat3
2.08334514719272e-10,0.37876161839073,0.429,0.186,2.942516685895e-06,1,Slc16a3
2.13961545379187e-10,-0.251203072503876,0.262,0.571,3.02199286693564e-06,1,Snrnp25
2.26111355796283e-10,-0.629595473093404,0.294,0.569,3.1935967892667e-06,1,Them5
2.26915569522549e-10,0.474284600424103,0.611,0.375,3.20495550393648e-06,1,Lamc2
2.56342042999081e-10,-0.344329879691613,0.032,0.316,3.62057501531901e-06,1,Dclk1
2.57786111729274e-10,-0.608013684342345,0.405,0.667,3.64097104206427e-06,1,Bmp2k
2.66348063232288e-10,-0.344158634659929,0.167,0.446,3.76190004509284e-06,1,Atp6v0a4
2.74893817177855e-10,-0.267076226294633,0.048,0.337,3.88260027382002e-06,1,Muc15
2.83895749097615e-10,0.555666500481838,0.825,0.736,4.00974356025472e-06,1,Shisa5
3.84002141756479e-10,0.469730470137686,0.944,0.893,5.42364625016851e-06,1,Plec
3.87398010640021e-10,0.478619982194811,0.841,0.714,5.47160950227965e-06,1,Tnfaip8
3.89046121227355e-10,-0.320147003315671,0.103,0.401,5.49488741621516e-06,1,Sort1
4.35157610687347e-10,-0.277002134855352,0.079,0.369,6.14616609334809e-06,1,Cd200
5.08827675481619e-10,0.621428633189211,0.881,0.776,7.18668208850238e-06,1,Slc38a2
5.20687781746734e-10,-0.284332488289314,0.151,0.448,7.35419422939087e-06,1,Slc43a2
5.35558029979123e-10,-0.595341516243897,0.31,0.648,7.56422161542513e-06,1,Id2
5.95126968587026e-10,0.682407788995572,0.746,0.552,8.40557330432315e-06,1,Adrb2
6.34261198131579e-10,-0.506897604590945,0.294,0.582,8.95830516241042e-06,1,Sult2b1
6.51406325562877e-10,0.538114798285549,0.81,0.672,9.20046294225008e-06,1,Ifngr1
6.52884175094191e-10,0.555204244010713,0.778,0.646,9.22133608903035e-06,1,Nr4a1
7.07790760274571e-10,0.716540727265524,0.96,0.885,9.99683669811804e-06,1,Fgfbp1
7.20448231192348e-10,0.460400371790685,0.373,0.154,1.01756108173607e-05,1,Rnf165
7.21465862974688e-10,-0.423029848968145,0.056,0.345,1.01899838486545e-05,1,Crym
7.41611319546122e-10,0.507551985836572,0.881,0.829,1.04745182772694e-05,1,Txndc17
9.17760695505469e-10,-0.767419407412226,0.238,0.533,1.29624520633192e-05,1,Mt4
9.53299202407098e-10,-0.266515118278651,0.206,0.493,1.34643979347979e-05,1,Nebl
1.03401550826328e-09,-0.378396752920018,0.167,0.441,1.46044350387105e-05,1,Dgat2
1.07634312412501e-09,-0.306321454959584,0.373,0.667,1.52022702851417e-05,1,Grhl1
1.13898185050239e-09,-0.724746211306441,0.54,0.74,1.60869796564957e-05,1,Gjb4
1.17428272313709e-09,-0.682062747928671,0.73,0.861,1.65855691815883e-05,1,Cyc1
1.26516956512724e-09,-0.531714455508919,0.595,0.8,1.78692549378572e-05,1,Zfp664
1.28024209562662e-09,0.292458452178091,0.421,0.183,1.80821393586303e-05,1,Scmh1
1.42942091537798e-09,0.472624168120069,0.889,0.797,2.01891410087985e-05,1,Pfkp
1.69328822189501e-09,-2.78932748485067,0.016,0.267,2.39160028460451e-05,1,Hba-a1
1.69959731223293e-09,-1.24429363152417,0.016,0.262,2.40051124379779e-05,1,Krtap11-1
1.71776787738724e-09,-0.437358735864162,0.056,0.328,2.42617535002174e-05,1,Slc46a2
1.85454668981003e-09,0.319206847113541,0.294,0.098,2.61936174468768e-05,1,Cysltr1
1.86289730705279e-09,-2.10323856443232,0.889,0.968,2.63115615648137e-05,1,Krtdap
1.88501548210886e-09,-0.704021438668738,0.413,0.627,2.66239586693056e-05,1,Acer1
1.92722624632848e-09,-0.352897321832645,0.087,0.36,2.72201435031434e-05,1,Cdsn
2.06455748089139e-09,-0.301379105863467,0.056,0.333,2.91598098601099e-05,1,Fbp1
2.24524117680817e-09,-0.342746439760171,0.437,0.695,3.17117863812386e-05,1,1110008P14Rik
2.34772356203078e-09,-0.583300679074357,0.548,0.757,3.31592475901227e-05,1,Ammecr1
2.52876478430387e-09,0.541243251718282,0.476,0.241,3.57162738135079e-05,1,Agrn
2.75066950189711e-09,-0.88953067810076,0.143,0.454,3.88504560447948e-05,1,Dcn
2.86222011425021e-09,-0.401490380375377,0.095,0.382,4.04259968936699e-05,1,Lef1
2.89517739815099e-09,-1.31736767903669,0.016,0.256,4.08914855714846e-05,1,Krt33a
2.94981371102686e-09,0.719926814573647,0.603,0.384,4.16631688545434e-05,1,Pmp22
2.99659514407169e-09,-0.646107064504459,0.254,0.499,4.23239098148685e-05,1,Dnase1l3
3.25903833979846e-09,-0.484706944001582,0.278,0.557,4.60306575113135e-05,1,Ctsc
3.34119566309013e-09,-0.455792334870868,0.079,0.365,4.71910475454849e-05,1,Cryab
3.65856504814103e-09,-0.259554399178733,0.127,0.405,5.16735727399439e-05,1,Lurap1l
3.7118752126865e-09,0.378509493851879,0.976,0.953,5.24265255039842e-05,1,Mt1
3.87745691728625e-09,-0.915615799368714,0.008,0.241,5.47652014997511e-05,1,Krtap7-1
3.89012180892696e-09,-1.18212822109843,0.032,0.275,5.49440804292843e-05,1,Krt31
4.22761285235636e-09,-0.262359441574824,0.484,0.738,5.97108039266812e-05,1,Adgrg1
4.90927913860816e-09,0.322651377334128,1,0.987,6.93386585537017e-05,1,Lmna
5.0607713186224e-09,-0.820609220226709,0.857,0.928,7.14783341042227e-05,1,Lypd3
5.16995493278891e-09,-0.484094092245414,0.286,0.544,7.30204434707106e-05,1,Skint3
5.33520578867331e-09,0.366839292087557,0.659,0.452,7.53544465592219e-05,1,Scin
5.49645396402161e-09,-0.6750866582188,0.563,0.733,7.76319157878412e-05,1,Hebp2
5.87923550790154e-09,-0.26442592941257,0.111,0.386,8.30383223136013e-05,1,Abhd10
5.89491675890789e-09,-0.358316056641527,0.183,0.503,8.3259804302815e-05,1,Cxcl12
6.00624012809008e-09,-0.59455075065359,0.627,0.789,8.48321355691443e-05,1,Aldh3b2
6.05977165602935e-09,-0.405356614072678,0.103,0.375,8.55882148697585e-05,1,Hal
6.18998421670454e-09,0.414544169386758,0.437,0.215,8.74273370767349e-05,1,Serpinb7
6.65377267421175e-09,0.639430416540376,0.984,0.989,9.39778852505668e-05,1,Fos
7.04233112835323e-09,0.272976384803806,0.516,0.284,9.9465884856861e-05,1,Myadm
7.11136109638848e-09,-0.2794408838657,0.048,0.305,0.000100440864125391,1,Crabp2
9.36208124921009e-09,-0.303289460527373,0.254,0.55,0.000132230035563843,1,Alcam
9.50356192879746e-09,0.426538970708249,0.762,0.644,0.000134228308682335,1,4930523C07Rik
9.57372316693438e-09,-0.331191903362357,0.151,0.422,0.000135219266009781,1,Cnn3
1.04325471586248e-08,0.353073907109095,0.825,0.712,0.000147349296068417,1,Cib2
1.13562541337694e-08,0.305845812444954,0.524,0.284,0.000160395733385358,1,Ackr4
1.18594110743415e-08,-0.363837197860214,0.167,0.441,0.000167502322013999,1,Tprg
1.3221450277143e-08,0.448137444982417,0.341,0.139,0.000186739763714368,1,Slc4a8
1.38691890331321e-08,0.401175434111019,0.794,0.67,0.000195888425903958,1,Rora
1.46573279076604e-08,-0.792239131454461,0.032,0.262,0.000207020099367796,1,5430421N21Rik
1.60470124771175e-08,-0.622005144172884,0.563,0.738,0.000226648004226807,1,Ldhb
1.83319484715883e-08,0.359618313649047,0.302,0.111,0.000258920440212714,1,Slc2a5
1.9123133244483e-08,0.300210474005351,0.603,0.373,0.000270095133945078,1,Ipmk
1.9568570539753e-08,0.409835300573525,0.976,0.953,0.000276386490303472,1,Gata3
1.99363147650107e-08,-0.288571628762692,0.056,0.301,0.000281580509741012,1,Mgat4a
2.07579171088901e-08,0.355276387440871,0.722,0.62,0.000293184821245964,1,Ecm1
2.32873806295143e-08,-0.519319056143561,0.151,0.416,0.00032891096401126,1,Gjb2
2.34694134928703e-08,-0.472803615314793,0.27,0.552,0.000331481996173299,1,Rasal2
2.42168620875421e-08,-0.510370041336162,0.5,0.706,0.000342038960124445,1,Gcat
2.4703381760745e-08,-0.442414951445983,0.611,0.825,0.000348910563988763,1,Ift20
2.6306558244235e-08,-0.59501536283445,0.587,0.761,0.000371553828641575,1,Acot2
3.08937920421862e-08,0.585550759744045,0.643,0.456,0.000436343918803838,1,Fam46a
3.26936129019468e-08,0.286709586208457,0.603,0.388,0.000461764588627097,1,Ggta1
3.5313479713163e-08,0.289452722297434,0.571,0.354,0.000498767587468714,1,Lama3
3.53808745454143e-08,0.332143312991696,0.579,0.348,0.000499719472079431,1,Slc29a1
3.65300506062787e-08,-0.276838373048634,0.444,0.699,0.000515950434763081,1,Hars
3.75469492699241e-08,-0.330174625090468,0.5,0.706,0.000530313111488408,1,Eif1ad
3.78322469272106e-08,-0.303199182619275,0.063,0.305,0.000534342655599923,1,Ugcg
3.8052879557951e-08,0.437685530523944,0.77,0.616,0.000537458870876499,1,Crip1
3.80712501062922e-08,-0.273359076759748,0.246,0.518,0.000537718336501272,1,Skint4
4.06784589060895e-08,0.407258848418959,0.897,0.787,0.000574542553589607,1,Lrp4
4.32020371212729e-08,-0.340013083682424,0.222,0.467,0.000610185572300858,1,4833423E24Rik
4.999805840069e-08,0.301861458449408,0.27,0.096,0.000706172576851346,1,Slc6a4
6.05220677329864e-08,-0.257961716092009,0.119,0.356,0.0008548136846607,1,Rbp2
6.09947672212601e-08,-0.351585372815514,0.31,0.576,0.000861490092233078,1,Psph
6.71011621148084e-08,-0.512387033382149,0.437,0.638,0.000947736813709554,1,Endou
6.7248292436921e-08,-0.308225529007891,0.206,0.463,0.000949814882379072,1,Mtss1
7.08659447213346e-08,-0.512510264850997,0.929,0.949,0.00100091060324413,1,S100a16
7.3499174631279e-08,-0.269104587704831,0.159,0.42,0.00103810234249218,1,Rassf9
7.79765957812239e-08,-0.314879458130473,0.659,0.823,0.00110134143881401,1,Rangap1
8.32879052428672e-08,-0.253961021004818,0.302,0.569,0.00117635837365026,1,Slc39a10
8.65076834002227e-08,-0.301347251872439,0.23,0.49,0.00122183452034474,1,Scd2
8.92248087090329e-08,-0.614305122005784,0.04,0.26,0.00126021119820638,1,Wfdc18
9.06879230780041e-08,-0.513783699631412,0.667,0.823,0.00128087622555373,1,Marcks
9.22292294224361e-08,-0.467533522500902,0.802,0.868,0.00130264563636249,1,Psmc5
1.05039057758037e-07,-0.284375660916749,0.183,0.467,0.00148357165177451,1,Cdc42ep3
1.0725332217737e-07,-0.295029375335948,0.254,0.546,0.00151484592243317,1,Pak3
1.13719495811678e-07,-0.438570342700296,0.421,0.642,0.00160617415884414,1,Ado
1.15786222885619e-07,0.551105531016507,0.96,0.953,0.00163536461203649,1,Egr1
1.23558324888049e-07,-0.35169710110101,0.278,0.518,0.00174513778071881,1,Sdr16c5
1.29919014967135e-07,-0.471991435855813,0.698,0.853,0.00183497616739582,1,Gltp
1.3438248657157e-07,-0.435509254174724,0.389,0.606,0.00189801824033685,1,AI413582
1.3730042755147e-07,0.301212748476269,0.278,0.535,0.00193923123873696,1,Uxt
1.3860245279084e-07,0.276143364174781,1,0.996,0.00195762104321783,1,B2m
1.45128505162612e-07,0.520416248823248,0.786,0.627,0.00204979500691674,1,Pam
1.50884141019406e-07,-0.510738769869212,0.214,0.446,0.00213108760775809,1,Klk5
1.55371864969896e-07,0.601196241924358,0.865,0.736,0.00219447222083481,1,Wls
1.55929974679254e-07,-0.563940922333648,0.508,0.731,0.00220235496236979,1,Clic3
1.58490736971204e-07,-0.911025990515498,0.04,0.258,0.00223852316898128,1,Ctla2a
1.58565946411687e-07,-0.379963625260256,0.476,0.704,0.00223958542711866,1,Tomm40
1.60482160806682e-07,-0.300494661985947,0,0.188,0.00226665003923358,1,Rnase12
1.62626756679605e-07,0.4510749444708,0.714,0.539,0.00229694031134274,1,Abcc5
1.75704059547941e-07,-0.43089654662964,0.222,0.467,0.00248164413705512,1,Plxdc2
1.88043015186356e-07,0.306589792520086,0.683,0.531,0.0026559195464921,1,S100a13
1.93962774104024e-07,0.551862820500371,0.944,0.923,0.00273953022144523,1,Junb
2.0270428767265e-07,0.474765718410191,0.77,0.657,0.0028629953590885,1,Plek2
2.08457074372644e-07,-0.343399065405349,0.111,0.354,0.00294424771843923,1,Akr1c18
2.19713094533323e-07,-0.461162879325382,0.389,0.64,0.00310322774718866,1,Tuba1a
2.26633573998831e-07,-0.429196699962523,0.484,0.704,0.00320097259915949,1,Atp6v0d1
2.2734295520325e-07,-0.620211610888875,0.452,0.62,0.00321099189929071,1,Elovl4
2.29207560082113e-07,-0.28116098175441,0.214,0.454,0.00323732757859977,1,Pla2g4f
2.48788582090252e-07,-0.58589373523824,0.802,0.881,0.00351388993344272,1,Pycard
2.52747897490372e-07,-0.28201866376375,0.548,0.776,0.00356981130415402,1,Akap13
2.61023623707367e-07,-0.369703743466781,0.222,0.467,0.00368669766124286,1,Skint6
2.64223127224718e-07,0.458402262578886,0.873,0.701,0.00373188744892192,1,Emp1
2.70851451727887e-07,-0.295066899670558,0.27,0.531,0.00382550590420467,1,Lypd6b
3.02028737129481e-07,-0.438347928655605,0.484,0.697,0.00426585388321679,1,Creg1
3.62084328754517e-07,0.436336283578276,0.873,0.817,0.0051140790593288,1,Tsc22d1
3.84872590869748e-07,-0.300490909600637,0.468,0.693,0.00543594047344432,1,Rdh12
3.93494317126113e-07,-1.96903483189833,0.802,0.917,0.00555771373508922,1,Krt10
4.04650166046597e-07,-0.26232892974574,0.175,0.403,0.00571527894524213,1,Zfp185
