p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.87433643989557e-05,-0.341292348108952,0.505,0.733,0.547211278770851,2,Bzw2
4.098108623159e-05,-0.298104021482169,0.323,0.562,0.578816861934977,2,Stx12
4.27762914200055e-05,-0.283061596323442,0.43,0.663,0.604172340016158,2,Pim1
4.34407462944288e-05,0.29148247341275,0.301,0.562,0.613557100662513,2,Zrsr2
4.3572027218539e-05,-0.550754198345688,0.57,0.759,0.615411312434645,2,Krt1
4.60244919962695e-05,-0.326672684820875,0.613,0.865,0.650049924955311,2,Atf4
4.63653150533887e-05,-0.549423366116,0.667,0.878,0.654863709814062,2,Tuba1b
4.77370088347462e-05,-0.250696857035981,0.398,0.633,0.674237512781955,2,Tbl1x
4.78745150262416e-05,-0.259456120639143,0.258,0.466,0.676179650230636,2,Bop1
4.79685968466594e-05,-0.291706928028145,0.516,0.749,0.677508461862218,2,Tsc22d2
4.82954086618616e-05,-0.257988847011505,0.355,0.586,0.682124351940133,2,Zfc3h1
4.86007042971084e-05,-0.257668436707083,0.29,0.526,0.68643634749236,2,Asxl2
4.94053286030886e-05,-0.352267145267636,0.441,0.639,0.697800861190023,2,Pdlim5
4.9531736677838e-05,0.343583896166337,0.968,0.986,0.699586248837783,2,Crip2
5.11784434158202e-05,-0.877870113179297,0.054,0.241,0.722844334805045,2,Ctla2a
5.35613709691388e-05,-0.323775949981182,0.484,0.729,0.756500803568117,2,Pon2
5.39498531692386e-05,-0.394765613784272,0.28,0.526,0.761987726162326,2,Alcam
5.39850681730487e-05,-0.395495379192787,0.613,0.841,0.76248510287614,2,Lrrc58
5.6442832379903e-05,-0.406376349951642,0.581,0.771,0.79719856453375,2,Clip1
5.822906432519e-05,-0.270868057027066,0.72,0.89,0.822427304528983,2,Pycard
5.8349934753176e-05,-0.316926355296457,0.344,0.57,0.824134478453858,2,Sgpp1
6.14548170370079e-05,0.497807236408839,0.441,0.715,0.867987835830699,2,Rnf7
6.22798582861264e-05,-0.275126230918297,0.118,0.305,0.879640718433249,2,Muc15
6.28964320440864e-05,0.325517844626185,0.978,0.988,0.888349206190676,2,H2-K1
6.47014619524296e-05,-0.301595107187406,0.344,0.548,0.913843448616116,2,Ndrg1
6.47832079028612e-05,-1.37565574686236,0.925,0.956,0.914998028420012,2,Krtdap
6.9975612121582e-05,-0.260530740306462,0.204,0.43,0.988335545605224,2,Ubr1
7.14010951732359e-05,-0.308290730596935,0.097,0.283,1,2,Ugcg
7.16729120619504e-05,-0.258163735053174,0.312,0.55,1,2,Atp2a2
7.20377093328509e-05,0.274555318594838,0.892,0.902,1,2,Fgfbp1
7.53816828745765e-05,0.369076178303128,0.86,0.689,1,2,Col17a1
7.9077615643156e-05,-0.893815683310154,0.527,0.715,1,2,Krt16
8.59819734544752e-05,-0.305269447589333,0.559,0.793,1,2,Zfp664
8.63886912688883e-05,-0.274939282452433,0.247,0.432,1,2,Pla2g4f
8.81096770641358e-05,-0.312662428069252,0.172,0.384,1,2,Myo1b
8.99242587103349e-05,-0.317788449567403,0.419,0.633,1,2,Cysrt1
9.05099089425728e-05,-0.274337406295968,0.366,0.622,1,2,Idh1
9.29326563670704e-05,-0.278669408808217,0.161,0.357,1,2,Them4
9.56621496171251e-05,-0.262491753668462,0.226,0.418,1,2,Trim16
9.64088339983768e-05,-0.281152535652344,0.097,0.277,1,2,Mgat4a
9.79627122528654e-05,0.778197218755883,0.774,0.871,1,2,Ly6e
0.00010193666316131,-0.285897337995937,0.849,0.952,1,2,Kif5b
0.000104672938497705,-0.279960546043993,0.591,0.801,1,2,Ndel1
0.000106208674222306,-0.304512722990283,0.495,0.731,1,2,PISD
0.000107737899779787,-0.332037026978907,0.355,0.556,1,2,Tanc1
0.000113055107115901,-0.317387322832701,0.237,0.44,1,2,Hspa2
0.000113334866173116,-0.300532562213599,0.484,0.721,1,2,Adgrg1
0.000117425447620591,-0.272593568705984,0.312,0.506,1,2,Lypd6b
0.000123648017865986,-0.286716503613787,0.333,0.566,1,2,Gcc2
0.000123900782968314,-0.253024271838516,0.43,0.711,1,2,Tacc2
0.000134726912807265,-0.283540089632991,0.559,0.815,1,2,Pbrm1
0.000140489781723076,-0.254352854207885,0.602,0.791,1,2,Pdrg1
0.00014542448024434,-0.250446343424909,0.215,0.414,1,2,Usp2
0.000151027413713316,-0.319240555056566,0.527,0.761,1,2,Ik
0.000153107497543714,-0.312051902411233,0.14,0.329,1,2,Rgl2
0.00015904363651853,-0.279196258270678,0.43,0.639,1,2,2310035C23Rik
0.000160869820213274,-0.290361030387483,0.344,0.572,1,2,Skint1
0.000164239984742168,-0.282993006344799,0.022,0.171,1,2,Rnase12
0.00016856638152685,-0.509577848188779,0.161,0.333,1,2,Sprr1b
0.00016900497880074,-0.269833057103526,0.419,0.6,1,2,Dync1li2
0.000176275028719854,-0.379333688931633,0.032,0.187,1,2,Psors1c2
0.000176420314703187,-0.304190197783613,0.258,0.444,1,2,Skint6
0.00018414930411287,-0.30143106855076,0.419,0.604,1,2,Adgrf4
0.000184315704272932,-0.353132646644464,0.527,0.761,1,2,Acot2
0.00018964982449703,0.261526510969374,0.968,0.992,1,2,Cox4i1
0.000191027622197465,-0.319441296564746,0.796,0.948,1,2,Kdm6b
0.000203912208824576,-0.587323070017519,0.505,0.685,1,2,Uchl3
0.000219046069420665,-0.256224596060604,0.301,0.504,1,2,Smad5
0.000220053976502615,-0.283207978328684,0.247,0.472,1,2,Ip6k1
0.000220371157640025,-0.311402559753748,0.183,0.378,1,2,Foxq1
0.000230065438246526,-0.353107865591084,0.462,0.679,1,2,Sc5d
0.000231280467007779,-0.305320692031164,0.151,0.331,1,2,Cdsn
0.00023165208702307,-0.550691818395162,0.742,0.916,1,2,Xist
0.000240362579688311,0.470932004743839,0.903,0.934,1,2,Uqcrc1
0.000255382829240392,-0.46616220720542,0.753,0.898,1,2,Arl6ip1
0.000258433794306808,-0.27795941507262,0.473,0.667,1,2,Plekha1
0.000259953322971945,-0.35902833178627,0.161,0.351,1,2,Lef1
0.000275580428653513,0.371516196372441,0.989,0.968,1,2,Hmgn1
0.000276066802359539,-0.27509969152858,0.269,0.456,1,2,Tenm4
0.000278726659225236,-0.346753124521518,0.57,0.819,1,2,Mat2a
0.000281332325929939,-0.314975754605825,0.624,0.817,1,2,Ybx3
0.000283531270932176,-0.34699087118083,0.688,0.876,1,2,Hmgcs1
0.000292967606977585,-0.353420304588714,0.323,0.522,1,2,Prc1
0.000293542630626403,-0.307350312368282,0.269,0.492,1,2,Creb5
0.000294621919327369,-0.454918453518993,0.086,0.251,1,2,Rb1
0.000300889717858288,-0.25043224386813,0.516,0.723,1,2,2810474O19Rik
0.00031126790614385,-0.392107626989598,0.452,0.627,1,2,Herc1
0.000312504887767742,-0.394563301796307,0.366,0.552,1,2,Ptpra
0.000315590018237223,0.366494006461638,0.667,0.878,1,2,Arhgdia
0.000328316441085777,-0.283659900829786,0.183,0.367,1,2,Sort1
0.000346850881636201,-0.275027139015795,0.527,0.721,1,2,Glrx2
0.000346932444280118,0.364797449093339,0.312,0.55,1,2,Elovl6
0.000376955952218895,0.302621912609126,0.452,0.655,1,2,Scd1
0.00038013951378631,0.254541689189367,0.14,0.341,1,2,Tssc4
0.000389180385008991,0.502989642167989,0.71,0.639,1,2,Itgb4
0.000432090905825107,0.327190910012721,0.774,0.767,1,2,Hmgn2
0.000437713614088934,-0.289395118684789,0.022,0.159,1,2,Rab3gap2
0.000444719541780087,-0.306988963310452,0.376,0.594,1,2,Rbp1
0.000455912938554046,-1.15724838291516,0.785,0.912,1,2,Krt10
0.000458196468721964,-0.369282046847909,0.645,0.839,1,2,Napa
0.000466065650785891,-0.273486205718169,0.355,0.54,1,2,Tia1
0.000466733302343958,-0.264948567163495,0.398,0.584,1,2,Smtn
0.000469400743954301,0.283771990300766,0.269,0.442,1,2,Rnf44
0.000474318156761628,-0.567923685019988,0.28,0.458,1,2,2310046K23Rik
0.000475172080286352,-0.254600159969961,0.258,0.46,1,2,Igf1r
0.000477506113240801,-0.446263501284955,0.71,0.861,1,2,Pdzk1ip1
0.000508141350755673,-0.251950702325041,0.419,0.633,1,2,Atf7ip
0.000520059209053307,0.486537167819867,0.774,0.837,1,2,Psme2
0.000530558795726131,-0.260326526891436,0.355,0.582,1,2,AI314180
0.000545673963144872,-0.261253034880001,0.237,0.428,1,2,2010107G23Rik
0.000552601513873106,-0.39289745944281,0.495,0.663,1,2,Abcc1
0.000563827439716076,-0.31461347437613,0.785,0.908,1,2,Prnp
0.00058217587302476,-0.739723112895475,0.086,0.237,1,2,5430421N21Rik
0.000583774047269571,-1.56315325582903,0.269,0.468,1,2,Krt71
0.000594570883490374,-0.310412686513274,0.43,0.584,1,2,Mpp7
0.000599465367152281,-0.421438433520798,0.312,0.496,1,2,Braf
0.000627663557545449,-0.276217701185664,0.484,0.667,1,2,Exoc6b
0.00063769478444113,-0.38766537428267,0.237,0.394,1,2,Agpat4
0.00066946622621134,-0.318273880976888,0.097,0.249,1,2,Gclc
0.000674845723917565,-0.269564257064844,0.118,0.275,1,2,Crabp2
0.000677092351970279,-0.296999332763991,0.333,0.52,1,2,Jarid2
0.000701477805035797,0.501919954276078,0.71,0.673,1,2,Htra1
0.000712197576596726,-0.285384947564065,0.215,0.39,1,2,Mblac2
0.000712666452796965,-0.342010791281339,0.548,0.745,1,2,Klf3
0.000728024266883383,-0.315232252900694,0.097,0.255,1,2,Sema6a
0.000730128840228116,0.365924192005323,0.914,0.956,1,2,Bsg
0.000738427021363295,-0.281599383443284,0.495,0.677,1,2,Peli1
0.000763288656863796,-0.353155443788656,0.656,0.857,1,2,Abhd2
0.000775372777279726,-0.319604465105168,0.634,0.875,1,2,Ndufa3
0.000783988287648893,-0.312537529551951,0.398,0.586,1,2,Pkib
0.00080949201085332,0.337128651654327,0.871,0.938,1,2,Tax1bp1
0.000819315210686373,0.589701430036818,0.301,0.518,1,2,Zfp280d
0.000831868309721296,-0.499009337554467,0,0.11,1,2,Cd3d
0.00085499650413803,-0.28114120054148,0.301,0.472,1,2,Dennd2c
0.000903802019120839,-0.295748664185056,0.548,0.717,1,2,Celsr2
0.000904835938342272,-0.626393651011268,0.215,0.386,1,2,Gjb2
0.000941383041453154,-0.380810148726432,0.699,0.869,1,2,Fam84a
0.000947460432269958,0.433435382811727,0.688,0.643,1,2,Tnfrsf18
0.000954665408878535,-0.276425052323748,0.226,0.396,1,2,Actn1
0.000971993844606638,-0.265446993649786,0.462,0.643,1,2,Fer
0.00104248228931618,-0.346693080555211,0.054,0.195,1,2,Arfgef2
0.00106140174179506,0.462618920882574,0.656,0.821,1,2,Tmem147
0.00109991199624388,-0.253046438280524,0.398,0.612,1,2,Casz1
0.00110448170418364,-0.310902282257317,0.71,0.9,1,2,Rpl39
0.00112825183947531,-0.293349429971727,0.323,0.528,1,2,Ctsl
0.0011284657705311,0.439676782278022,0.57,0.456,1,2,Serpinh1
0.00118028398171092,-0.288349396075673,0.441,0.629,1,2,Ppil4
0.00118949941647814,0.412410941804025,0.527,0.737,1,2,Top2b
0.00119076806632062,-0.682862264904468,0,0.104,1,2,Cd7
0.00122030937048444,-0.373800642509947,0.258,0.426,1,2,Rrm2
0.00123361569773231,-0.39702250446183,0.473,0.659,1,2,1810026B05Rik
0.00129803945728971,-0.285299380486924,0.667,0.849,1,2,Ptprf
0.00134242660689329,-0.257448434316535,0.237,0.414,1,2,Ing1
0.00135615886292821,-0.297114581513313,0.376,0.631,1,2,Fosl2
0.0013612310131201,0.293983482549134,0.29,0.474,1,2,Stox2
0.00137503863654476,0.38386444347175,0.742,0.809,1,2,Psme2b
0.00149911780855607,-0.303700520026509,0.366,0.54,1,2,Slc39a10
0.00168183780476441,-0.367846620651532,0.204,0.376,1,2,Lgals1
0.00174914475963197,0.879851103092393,0.613,0.641,1,2,Acsl4
0.00176057566892647,-0.301077084735312,0.258,0.422,1,2,Klk5
0.00192152734654586,-0.278721628137528,0.312,0.492,1,2,Frmd4b
0.00193130396161995,-0.278432100630497,0.28,0.458,1,2,Fndc3a
0.0019442570410922,0.329561782137501,0.925,0.928,1,2,Clic1
0.00197932072209953,-0.353130199633739,0.602,0.765,1,2,Ggh
0.00199991763248363,-0.348965737785572,0.419,0.578,1,2,Ttyh2
0.00200762053954355,-0.395876019949715,0.333,0.498,1,2,Dido1
0.00219685098554607,-0.356828820972257,0.968,0.998,1,2,Malat1
0.0022260618341443,-0.399452683717341,0.258,0.42,1,2,Epgn
0.00225719637713076,-0.3059539771487,0.237,0.396,1,2,Plekha5
0.00226407627077065,0.256995456055216,0.151,0.311,1,2,Lrrc8e
0.00229728186787482,-0.394979442767617,0.613,0.749,1,2,Akap13
0.00237667363344552,0.64202721830382,0.742,0.733,1,2,Serpinb6a
0.00245805496909295,-0.262554019394235,0.677,0.849,1,2,Rpl15-ps3
0.00248360343293573,0.316620071291793,0.935,0.952,1,2,Pkm
0.00266606886711524,-0.292363518638365,0.366,0.586,1,2,Marcksl1
0.00269287325242546,-1.19230259557185,0.161,0.313,1,2,Cgrrf1
0.0027515244112422,-0.343137521873041,0.086,0.219,1,2,Fhl2
0.00282517239702542,-0.267685685053157,0.323,0.512,1,2,Zranb1
0.00293409450484811,-0.297958358687245,0.194,0.329,1,2,Cd200
0.00301032497687621,-0.57189747263769,0.763,0.93,1,2,Cstb
0.00301118341553353,0.347536981189312,0.882,0.936,1,2,Cyb5r3
0.00304565187795949,-0.310543973292946,0.624,0.799,1,2,Snrpd3
0.00307322842718226,-0.251673122651631,0.172,0.319,1,2,Msx1
0.00307753743193905,-0.25916184199533,0.376,0.546,1,2,Il6ra
0.00308140540486838,0.375354141585098,0.677,0.657,1,2,Slc2a1
0.00308918859069007,-0.400347560976178,0.161,0.307,1,2,Crym
0.00313254980786412,-0.401537450107342,0.312,0.476,1,2,Gpnmb
0.00318348189354648,-0.499821318186546,0.828,0.95,1,2,Sat1
0.00318635802921869,-0.343588344711504,0.269,0.432,1,2,Incenp
0.00322779701807398,0.257594897666014,0.29,0.181,1,2,Gins2
0.00329214843421618,-0.334497797029765,0.86,0.958,1,2,Dsc3
0.00332582123468954,0.477779253906841,0.398,0.598,1,2,Nans
0.00345915435673575,-0.255500260868302,0.172,0.319,1,2,Nusap1
0.00347735347227768,-0.257601844906105,0.505,0.695,1,2,Fdft1
0.00357964046214997,-0.40193349674549,0.839,0.972,1,2,Sdc1
0.00363879515871192,-0.27424492557888,0.323,0.464,1,2,Phf14
0.00368552555709999,0.41150678731793,0.925,0.948,1,2,Slc39a1
0.00370011003718679,-0.633542508199859,0.011,0.106,1,2,Fcer1g
0.00370308426656571,-0.499958611252038,0.032,0.137,1,2,Cnfn
0.00378611500189171,-0.277146807389985,0.151,0.297,1,2,Fbp1
0.0038459577974546,0.261861966466499,0.989,0.976,1,2,Anxa2
0.00386533036926618,-0.253851731864417,0.237,0.384,1,2,D15Ertd621e
0.00396216399265545,0.32047038813491,0.903,0.865,1,2,Fam162a
0.00406309973785937,0.397612440554421,0.355,0.255,1,2,Slco2b1
0.00410360452100944,0.310501329428087,0.581,0.496,1,2,Postn
0.00421586365823681,-0.339187267009179,0.548,0.739,1,2,Hsf2
0.0043001981604659,-0.422433444756948,0.183,0.345,1,2,Nin
0.00435282298805505,-0.377545895370048,0.161,0.309,1,2,Pnpla3
0.00435326707848395,0.261826231821626,0.108,0.247,1,2,Ap3s1
0.00435992455951397,-0.384754220564335,0.763,0.831,1,2,Gltp
0.00439363759759111,-0.324968660665586,0.151,0.291,1,2,Zfp945
0.00444418744762951,0.264750310462881,0.914,0.914,1,2,Tmem45a
0.0045980839124254,0.297655600715113,0.871,0.88,1,2,Sept2
0.00472080903774738,-0.331991984102419,0.495,0.695,1,2,Setd5
0.00472818960577817,-0.437205939915829,0.312,0.454,1,2,Nebl
0.00474267011414905,-0.843035031381864,0.258,0.412,1,2,Dcn
0.00478711954320403,0.542789795400504,0.323,0.524,1,2,Rasal2
0.0047899919310724,0.445726086965419,0.849,0.914,1,2,Plec
0.00508172715080872,-0.860803615696919,0.086,0.215,1,2,Pmel
0.00508383286929689,0.312856737144193,0.215,0.367,1,2,Fahd2a
0.00512007818817615,0.740762568691529,0.237,0.428,1,2,Acsl3
0.00541857625623737,0.911257099358211,0.613,0.558,1,2,Cpne8
0.00555964519443795,-0.302520497780083,0.602,0.815,1,2,Hn1
0.00568844688556359,-0.680179715871608,0.473,0.635,1,2,Alox12e
0.00587695930991427,-0.276220882816158,0.71,0.89,1,2,Rps28
0.00588114767081743,-0.525832028478857,0.882,0.974,1,2,Neat1
0.00603652731397763,0.380406024549766,0.473,0.382,1,2,Slc29a1
0.00612962680444186,0.423026989721726,0.452,0.355,1,2,Ctnnal1
0.00615615034562862,0.284892898958753,0.398,0.594,1,2,Tmem183a
0.00616292339525322,-0.296368212940468,0.022,0.114,1,2,Fxyd5
0.0061758223113604,0.544433764567886,0.71,0.753,1,2,Ephx1
0.00653474015960705,-0.381255490868824,0.699,0.898,1,2,Trp63
0.00655864279102119,-0.281273676032945,0.946,0.99,1,2,Calm1
0.0066095994997698,0.969090340914439,0.495,0.727,1,2,Zc3h13
0.00686042861806247,0.252069680198869,0.849,0.926,1,2,Map1lc3b
0.00719117834969328,0.297146735855362,0.075,0.195,1,2,Ing2
0.00720197453976201,0.415847544491883,0.398,0.568,1,2,Fdx1l
0.00764087461080517,0.409965465593177,0.559,0.486,1,2,Tnfrsf4
0.00818125207504719,-0.26435407996291,0.505,0.691,1,2,Id3
0.00824505511620272,0.485013647292845,0.29,0.458,1,2,Ncoa1
0.00826092015282111,0.390916315102877,0.699,0.625,1,2,Ly6a
0.0087782559933615,0.318447500753871,0.237,0.141,1,2,Megf6
0.00887431646136838,-0.399880169457072,0.398,0.58,1,2,Twistnb
0.00893184210305294,-0.383122695373525,0.419,0.58,1,2,Sfrp1
0.00926614246250494,0.288108622039462,0.108,0.225,1,2,Slc24a3
0.00961966312789541,-0.291896337256092,0.387,0.562,1,2,Klk10
0.00967952733802072,0.497289196060239,0.14,0.068,1,2,Ccl7
0.00970077061756326,-0.397655527908039,0.312,0.452,1,2,Pmp22
0.00974796875992068,-0.364594996358491,0.226,0.392,1,2,Tacc1
0.00979713598808353,-0.27206858566034,0.054,0.151,1,2,Zscan18
8.91548635071168e-40,2.33530347211185,1,0.847,1.25922329217452e-35,3,Krt77
1.91560742972911e-37,2.1659259110405,1,0.943,2.7056039337494e-33,3,Krtdap
4.3982649126503e-37,0.431947426074482,0.826,0.222,6.21210936262729e-33,3,Ly6g6e
1.13728046674877e-35,2.08287161359433,0.988,0.892,1.60629493123596e-31,3,Calm4
4.16372525795158e-34,1.46653714341372,0.919,0.528,5.88084555433082e-30,3,Elovl4
2.46551682466058e-31,1.55757619003572,0.988,0.811,3.4822959631506e-27,3,Ly6g6c
3.66039077117384e-31,1.01562380911126,0.849,0.342,5.16993592520593e-27,3,Skint6
3.4341767516505e-30,0.386779922964205,0.558,0.096,4.85043124403117e-26,3,Teddm3
9.83624769023008e-30,0.638457500039665,0.721,0.183,1.3892716237681e-25,3,Skint10
6.0198671091368e-29,1.15210416118962,0.919,0.525,8.50246030494482e-25,3,Acer1
9.32518304760861e-29,1.23972892839831,1,0.774,1.31708885364424e-24,3,Dsg1a
9.33537449125323e-28,0.2526056520345,0.709,0.183,1.31852829314461e-23,3,Tmprss4
2.75525609737775e-27,-2.37925242771204,0.977,0.982,3.89152371193633e-23,3,Krt5
3.41071879645631e-27,-1.95668196060378,0.977,0.971,4.8172992281149e-23,3,S100a6
5.83357036600121e-27,2.21436716300173,0.988,0.876,8.2393347849401e-23,3,Krt10
2.52265278500891e-26,-2.04943043051709,1,1,3.56299479354659e-22,3,Krt14
3.48202854864074e-26,0.887075737865043,0.744,0.255,4.91801712210017e-22,3,Skint9
4.55109004433416e-26,0.456142755264151,0.756,0.255,6.42795957861757e-22,3,Ceacam19
5.0916435466049e-26,0.672808121921213,0.814,0.31,7.19143734522476e-22,3,Dgat2
5.79029585580402e-26,0.858365693880123,0.837,0.312,8.1782138667376e-22,3,Rarres1
7.72242383853969e-26,1.07915680415454,0.977,0.678,1.09071514295535e-21,3,Sbsn
1.06862615072094e-25,0.724814476380645,0.651,0.194,1.50932757527825e-21,3,Serpinb3b
1.41840703959494e-25,0.478059659439393,0.884,0.379,2.0033581027239e-21,3,Dsg1b
1.58870441324307e-25,0.797931807403222,0.802,0.336,2.24388611326451e-21,3,Pla2g4f
2.97128288032701e-25,0.761233583469269,0.64,0.194,4.19663994017386e-21,3,Skint5
5.25000693001722e-25,1.12488105794104,0.849,0.428,7.41510978795633e-21,3,Spink5
3.32953761786159e-24,0.903666141072893,0.849,0.407,4.7026389314677e-20,3,Ptgs1
3.79907734573441e-24,1.21943213903029,0.814,0.385,5.36581684311529e-20,3,Dnase1l3
4.98363223062133e-24,1.09140824772967,0.698,0.253,7.03888216252957e-20,3,Hal
1.63244261578547e-23,0.417715319039683,0.826,0.322,2.3056619505354e-19,3,Ankrd35
2.65841821209036e-23,1.26587786191467,1,0.898,3.75474988275643e-19,3,Lypd3
2.73097263133546e-23,0.899543438999431,0.849,0.466,3.85722574449821e-19,3,Sult2b1
4.35509366062619e-23,0.779690699090822,0.779,0.316,6.15113428626843e-19,3,Tprg
1.04923092834718e-22,1.71546159699918,0.965,0.69,1.48193376319755e-18,3,Krt1
1.63803952643266e-22,0.782395786604245,0.919,0.495,2.31356702713349e-18,3,Pkib
1.83230201135609e-22,0.515936943054331,0.721,0.263,2.58794336083934e-18,3,Lipm
3.13287726495971e-22,1.11062793428144,0.872,0.45,4.42487584902909e-18,3,Them5
6.45973174242085e-22,0.507054277963176,0.698,0.24,9.12372511299521e-18,3,Rbp2
7.37787817992271e-22,0.496298732170167,0.907,0.385,1.04205151413228e-17,3,Skint4
7.65637560546522e-22,0.786221143556885,0.733,0.308,1.08138649051591e-17,3,Agpat4
1.4958835700398e-21,-1.12053688948582,0.64,0.837,2.11278595432422e-17,3,Ftl1
1.53105336838139e-21,0.251322179246061,0.488,0.1,2.16245977750187e-17,3,Ano7
1.62784784079116e-21,0.265778124122102,0.581,0.151,2.29917229033343e-17,3,Fndc9
1.96421960244523e-21,1.11555293049337,0.93,0.605,2.77426376649365e-17,3,Pla2g2f
2.28081815314283e-21,0.969081782063379,0.988,0.811,3.22142755949893e-17,3,Pdzk1ip1
4.2035975804961e-21,0.619275997083785,0.767,0.356,5.9371612226927e-17,3,4833423E24Rik
4.83478372586181e-21,0.722478884862303,0.837,0.411,6.82864853440722e-17,3,Ephx3
4.91464257030788e-21,0.426192824258537,0.407,0.067,6.94144116630285e-17,3,Gsta2
6.2601772793072e-21,0.721579703042996,0.953,0.617,8.84187438929348e-17,3,Susd2
8.36805997527623e-21,0.796571860499068,0.988,0.792,1.18190479090801e-16,3,Gltp
1.22889351072908e-20,0.601442733479676,0.628,0.191,1.73568919455376e-16,3,Ugcg
1.71039369970977e-20,0.964844243958034,0.779,0.308,2.41576006147007e-16,3,Gsdma
4.92272247097503e-20,1.23510301796336,0.988,0.823,6.95285321800513e-16,3,Fam25c
5.83078392117556e-20,0.752194050620407,1,0.886,8.23539921026836e-16,3,Cdkn1a
1.26005727901123e-19,1.77411420220656,0.895,0.525,1.77970490087545e-15,3,Casp14
2.0527884711698e-19,0.884538036692303,0.988,0.927,2.89935843668022e-15,3,Prdx5
3.04763766311214e-19,0.532742645686231,0.837,0.405,4.30448343537958e-15,3,Klk11
5.81114158864085e-19,1.45156310790328,0.779,0.411,8.20765637979633e-15,3,Hpgds
5.81626152040818e-19,0.683031486118725,0.895,0.497,8.21488777142452e-15,3,Orm1
6.11538062954619e-19,0.537254417057188,0.895,0.466,8.63736360117104e-15,3,Ssfa2
1.06825304169498e-18,0.311747394381486,0.709,0.275,1.50880059608999e-14,3,Ace2
1.39599380565179e-18,0.649255188324553,0.884,0.515,1.97170165110259e-14,3,Il34
1.61987330980838e-18,0.964837733855149,1,0.992,2.28790906277335e-14,3,Dmkn
3.41157732870262e-18,0.881868024449139,0.779,0.424,4.81851181905958e-14,3,Abca12
3.9078236343762e-18,0.556673792405431,0.86,0.426,5.51941010119294e-14,3,Skint3
3.96418709169693e-18,0.723778183561979,0.919,0.593,5.59901784831274e-14,3,Bbox1
4.27119549054474e-18,0.351705505454728,0.57,0.177,6.03263651084539e-14,3,Krt78
4.51298383204369e-18,0.716449045226053,1,0.996,6.37413836437851e-14,3,Perp
5.09225602196586e-18,0.808559382684626,0.767,0.334,7.19230240542458e-14,3,Klk5
7.45845036315535e-18,1.63501490445529,0.826,0.436,1.05343152929206e-13,3,Asprv1
1.29397225598834e-17,0.574504928507281,1,0.802,1.82760641435792e-13,3,Fabp5
2.32340074811349e-17,-1.8641060069153,0.965,0.912,3.28157121663549e-13,3,Ccnd2
3.50384887000335e-17,0.812814189760432,0.919,0.644,4.94883614399273e-13,3,Clic3
4.35749780427914e-17,0.258415217440131,0.651,0.216,6.15452989876386e-13,3,Slc35f5
4.41854610252443e-17,0.883315584219928,0.895,0.609,6.24075451520551e-13,3,Rhov
5.55280572038406e-17,1.49676477280778,0.953,0.823,7.84278279947045e-13,3,Sprr1a
5.60943265246103e-17,0.405310765022147,0.686,0.257,7.92276267833597e-13,3,Mpzl3
5.80804373215086e-17,0.960937548951243,0.953,0.703,8.20328096728987e-13,3,Ggh
6.18920735092916e-17,0.558306980984366,0.814,0.458,8.74163646245234e-13,3,Fam57a
6.84424292377471e-17,-1.18729302447816,1,1,9.66680870553941e-13,3,Apoe
7.08771609281317e-17,0.626626330295293,0.895,0.568,1.00106902094893e-12,3,Zfp750
8.43452947424389e-17,0.968114130315003,0.953,0.672,1.19129294294221e-12,3,Psapl1
9.15832260353679e-17,0.288453491639118,0.488,0.124,1.29352148452354e-12,3,Ppfia3
1.02294753217e-16,0.36670586628496,0.826,0.363,1.44481109443691e-12,3,Sh3bgrl2
1.21106387205454e-16,0.954148357886469,0.64,0.226,1.71050661288984e-12,3,Ivl
1.62791851692815e-16,0.635779571794921,0.5,0.136,2.29927211330932e-12,3,Lypd5
1.6696659308837e-16,0.413609224267185,0.837,0.411,2.35823616078013e-12,3,Slc12a2
2.2430966196393e-16,0.316114201419449,0.57,0.183,3.16814966557855e-12,3,Sdr16c6
2.52934340494895e-16,0.356993451542125,0.581,0.185,3.5724446251499e-12,3,Sprr4
2.5654551357091e-16,0.901698119006627,0.953,0.743,3.62344883367553e-12,3,Nupr1
3.15402761158635e-16,0.625200057800497,1,0.976,4.45474859860456e-12,3,Dsp
3.38083182082041e-16,0.367803662256063,0.628,0.242,4.77508686372675e-12,3,Skint11
3.84017471851252e-16,0.264931374415043,0.535,0.161,5.42386277242708e-12,3,Atp10b
4.37422042591622e-16,0.846916142797256,0.942,0.786,6.17814892956407e-12,3,1810037I17Rik
5.30849589922263e-16,0.299815436536148,0.628,0.228,7.49771960806204e-12,3,Pcdh1
5.65296404828067e-16,0.567042185633555,0.849,0.523,7.98424642179162e-12,3,Hcar2
5.68215018835081e-16,0.35973414474225,0.64,0.248,8.02546892602668e-12,3,Me1
5.83314263025863e-16,0.411203124094611,0.605,0.191,8.23873065097729e-12,3,Crabp2
6.50584232756518e-16,0.524359356270091,0.802,0.428,9.18885170345306e-12,3,Tmem154
1.33764533969329e-15,0.3990221009332,0.884,0.475,1.8892902777828e-11,3,Sgpp1
1.39437001139881e-15,0.473781030168198,0.895,0.521,1.96940820409968e-11,3,Adgrf4
1.44351396460207e-15,0.649006770639114,0.791,0.442,2.03881912360397e-11,3,Stard4
1.51318946164272e-15,0.252544673207738,0.372,0.073,2.13722879562417e-11,3,Degs2
1.64653708628844e-15,0.684242629381477,0.767,0.356,2.3255689806738e-11,3,Plxdc2
