p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.58267751723623e-14,1.29490386184139,0.69,0.263,5.06017372534445e-10,6,Krt73
6.41396109741825e-14,1.27009540939909,0.879,0.553,9.05907865399353e-10,6,2810417H13Rik
2.10004013137082e-11,1.79290367522201,0.862,0.482,2.96609668154815e-07,6,S100a3
6.63013099911486e-08,1.57087897645232,0.81,0.423,0.000936439702314982,6,Prr9
2.28645451955493e-22,1.58606416658425,0.941,0.551,3.22938836341939e-18,7,2810417H13Rik
3.83904533119541e-19,2.15003261309444,0.902,0.614,5.42226762578039e-15,7,Top2a
9.52400228950237e-19,1.79210083797767,1,0.919,1.34517008336931e-14,7,Tubb5
1.26212188694032e-18,1.31284700355457,0.902,0.502,1.7826209531145e-14,7,Smc2
1.42877913314236e-18,1.34556166108215,0.98,0.871,2.01800764765026e-14,7,Stmn1
2.38185609273376e-18,1.41483758716154,0.882,0.502,3.36413354537716e-14,7,Mki67
1.28869018846904e-17,1.29176883029309,0.863,0.443,1.82014602219367e-13,7,Birc5
1.69914140469763e-17,1.29713311629705,0.824,0.403,2.39986731999493e-13,7,Tpx2
9.19413625412047e-17,1.37286743687155,0.902,0.585,1.29857980453198e-12,7,Cdca8
1.55710931452394e-16,1.61753152313662,0.824,0.46,2.19926119583361e-12,7,Prc1
1.7930675402695e-15,1.63622329253086,0.725,0.303,2.53252859387664e-11,7,Ube2c
3.53750033363501e-14,1.29361897295967,0.765,0.384,4.99636547122609e-10,7,Cit
1.83157830878764e-13,1.56219183657637,0.843,0.55,2.58692120333167e-09,7,Cenpf
1.96015144784521e-13,1.36505208965364,0.804,0.45,2.76851790493657e-09,7,Ccnb1
4.6577131302932e-13,1.48470706267747,0.882,0.735,6.57855402522612e-09,7,Smc4
2.62412945191528e-12,1.30789020440432,0.941,0.767,3.70632043788514e-08,7,Hn1
4.42005552293999e-08,1.3199805766413,0.784,0.461,0.000624288642060045,7,Cdkn2aipnl
2.61560286473101e-06,2.30897056453257,0.863,0.537,0.0369427748614608,7,Sparc
0.000620599225610921,1.29339461731718,0.392,0.206,1,7,Cd74
0.00147352203168488,1.27954472382906,0.529,0.369,1,7,Syce2
6.49896850953153e-40,3.06603453676121,1,0.15,9.17914312286233e-36,8,Krtap7-1
3.25143301213321e-37,5.14395692980625,0.897,0.113,4.59232398633695e-33,8,Hbb-bs
3.19339116116706e-35,3.33103774250714,1,0.184,4.51034567603236e-31,8,Krt31
5.01923268094146e-35,3.58834493858566,0.966,0.166,7.08916423856171e-31,8,Krt33a
2.25889671908719e-34,3.50555336606793,0.966,0.171,3.19046572603874e-30,8,Krtap11-1
5.83429474456737e-34,2.5944874195411,0.862,0.12,8.24035789722695e-30,8,Gprc5d
6.30682991433012e-30,3.47480819159048,0.966,0.216,8.90776657099986e-26,8,Krtap8-1
3.51600017461563e-26,2.82623785348215,0.862,0.18,4.96599864662711e-22,8,5430421N21Rik
2.09894427729929e-24,4.64587427858898,0.793,0.147,2.96454889725751e-20,8,Hba-a2
4.01506863268122e-23,5.3749479309327,0.828,0.182,5.67088293679895e-19,8,Hba-a1
4.39328775405739e-21,2.79619810683095,1,0.495,6.20507962383066e-17,8,S100a3
1.12750977543338e-14,1.49632109026127,1,0.839,1.59249480682211e-10,8,Fam25c
1.7093437469064e-14,2.34237266055058,0.862,0.451,2.4142771081306e-10,8,Mt4
1.52760053656764e-13,1.83837469780516,0.586,0.141,2.15758299784814e-09,8,Psors1c2
3.65707057547096e-10,1.42835443398569,0.931,0.862,5.16524648079518e-06,8,Dapl1
3.37391318602092e-07,1.44048168783004,0.241,0.039,0.00476531498393595,8,Hbb-bt
4.68226711467425e-07,1.45359308431856,0.655,0.38,0.00661323407276592,8,Krt32
5.73244817593629e-05,1.91856011539751,0.414,0.177,0.809650980369242,8,Krt36
0.000373803513853524,2.20709388606267,0.207,0.629,1,8,Dnajc2
0.000502054918560605,1.59503040286683,0.241,0.717,1,8,PISD
