"P1","P2","P3","P4","P5","P6","P7","P8","P9"
"Hsp90aa1",-0.280080057582108,-0.611407617603104,-0.0907002817765946,-0.095486088359038,-1.07498357456446,0.120700897354306,1.33436341088363,1.82127576154287,-1.1236824498955
"Rps12",0.511599111699843,1.22547221356217,0.401371799412353,1.27818738071369,0.413928276384922,-1.59827332326768,-0.593759790477433,-0.921423971621974,-0.717101696405892
"Slc38a2",-0.541054003477423,-0.968991204709195,-0.107240513071155,-0.761139314185546,-0.309553924343347,-1.04212081775704,0.936449071449513,1.72581213024852,1.06783857584567
"Rpl18a",0.459364034416314,1.12016634867543,0.266299117665895,1.30114793945489,0.161568511677059,-2.0197392560725,-0.345106956479509,-0.695988663559192,-0.247711075778371
"Rpl7a",0.965613783784708,0.725183856066907,0.636760657316547,0.977519570848346,0.058549843068136,-2.04065028612384,-0.614784706525992,-0.792433772853456,0.0842410544186347
"Itga6",1.42794630218822,0.0490146572406632,1.40617240267751,-0.00825563531690248,0.236068788797627,-1.73491074035626,-0.139087851238556,-0.362379569113607,-0.8745683548787
"Klf6",0.696491917163516,-0.524095789568093,1.93659781614109,0.322596573818876,0.326618560648402,-0.248901568348117,-1.69985403115088,-0.40494186846792,-0.404511610236841
"Hspa5",-0.449476586040966,-0.633104177580361,0.274389703839385,0.450901044427074,1.00196827321237,1.86960758918709,-1.01744619631078,-0.266904380634922,-1.22993527009889
"Rps15",0.0221413548468458,0.788657583113879,-0.101863211108966,0.875112488209104,0.0336031273425588,-2.44355850148082,0.174115849302229,-0.113701542073284,0.765492851848457
"Mt1",0.92218685279231,0.414623833908275,1.04639306998483,0.787710082140711,0.846393670444735,-1.51625945804131,-0.940699166681224,-0.511335622481676,-1.04901326206664
"Rps9",0.393123667660967,1.08781727509507,0.591648661884142,1.25018476048568,0.352300185110465,-1.8043847538912,-0.920643708061858,-0.662504911052408,-0.287541177230848
"Rps3",0.209721914539441,0.853468211946566,0.42386336647672,1.14941464733262,0.166002299608277,-2.24522434035916,-0.34081497926155,-0.617445065274438,0.401013944991484
"Igfbp3",0.823477661237251,0.0310584113191907,0.848915053733996,-0.322314074316576,1.58645159524364,-1.83460684943449,-0.598132995060242,-0.50509132045306,-0.0297574822697097
"Rpl6",0.612965626882362,0.509005199850211,0.763686020038655,0.834394232432724,-0.134550036337232,-2.43791804687517,-0.268144402548418,-0.0897854686510886,0.210346875207963
"Pabpc1",0.935495311231266,0.127471003584567,1.26339229039309,0.83260804183226,0.692819558543571,-0.498677062947178,-1.5934481963174,-0.920112007400167,-0.839548938920012
"Rps16",0.519524727555164,1.0047732843987,0.460045386054327,1.09630948862251,0.491126458359408,-2.07146006288892,-0.594868579757788,-0.527046773820867,-0.378403928522527
"Cdh1",0.821507783777709,0.531727715010373,1.26816097915753,0.817703498022851,0.241304505166057,0.0733450340963397,-1.21448688493997,-1.30840123788687,-1.23086139240402
"Ifrd1",0.578258242612448,0.243245787750458,1.21162566542492,0.539151279199772,0.582445373453904,0.0233750787257878,-1.16120170292613,0.0224738463926636,-2.03937357063383
"Dsc3",0.122779482770142,1.69783230795472,0.21751251480145,0.475991915853346,-2.03077922803481,-0.535952894137123,0.34928090444403,-0.50266191386089,0.205996910209132
"Gsn",-1.19442837922479,0.133715917069358,-1.34707294324085,-0.109120620402353,-1.05288353753754,1.18077863014249,0.597813031637687,0.531888367255676,1.25930953430032
"Rps5",0.288444568612208,0.736278493547211,0.206801127285691,0.867765659000617,0.0844794928138746,-2.47969960288528,-0.0925215324067494,-0.217389960448384,0.60584175448083
"Lamb3",0.670538545006803,-0.479603235263399,0.459073001055101,-0.531099195738646,-0.374456326175309,-2.153657457428,0.991547074441985,0.883534704698251,0.534122889403215
"Jag2",1.05149781294486,-0.0329851730929668,0.946705361005001,0.125873656386106,0.319307492173787,-1.99734003294294,0.493189883927813,0.332994047180081,-1.23924304758175
"Rpl10a",0.508694384811955,0.716973769855692,0.457257628428075,1.02655965495018,0.659276699660617,-2.1012592559399,-0.847710683647558,-0.60207399040036,0.182281792281295
"Trp63",1.16659222729291,0.491702694391712,0.819270028071556,0.0965983880231558,-0.304602375881305,-1.91772754342255,0.61431966818277,0.259277927844446,-1.2254310145027
"Fth1",0.951711739647582,-1.010120940557,0.581103841667671,-1.13410907144076,0.372362694610283,1.47105768121536,0.307849831536478,-0.11152023108021,-1.42833554559939
"Tacstd2",0.822725632013269,0.741405637298962,1.07398381392262,0.561562274625603,0.214102852234991,0.456700588754228,-1.34303949373161,-1.10170756925355,-1.42573373586451
"Lama5",0.796058226628453,-0.290389975376524,0.789249022610253,-0.224456858251781,0.331831576797063,-2.33745685283494,0.663114575669336,0.664289615773887,-0.392239331015741
"Rpl21",0.215159940808997,1.0886563382169,0.00271139546573186,0.741951372980759,-0.485426015490996,-2.172655796886,0.351425803319174,-0.614260357356207,0.87243731894167
"Ets2",1.23441787418428,0.410645639158704,1.21821368978308,0.367004370102659,0.751139645883921,-0.722242343777203,-1.07166871483901,-0.917790718772275,-1.26971944172416
"Ubb",-1.0360668890801,-1.30622873629577,-0.795041324999026,-0.377385074492373,-0.488598692873852,0.792845563883373,0.886944752831111,1.37673166214338,0.946798738883261
"Neat1",-1.27696397545458,1.05201092162027,-1.50425789203458,-0.15753789732021,0.785572875243432,1.07257952620462,-0.264490368811389,-0.593243508144478,0.886330318696924
"Rps24",0.00585238233448877,1.4567703303782,-0.117803743944305,1.07315047206367,0.538859667433587,-1.64054259851681,-0.811284488616077,-0.939818439231974,0.43481641809922
"Rps8",-0.130470054527942,1.16916707645087,0.174660465384191,1.10624045910126,0.358571574492661,-1.97506646102047,-0.741770693792576,-0.605693872865119,0.644361506777103
"Itga3",1.33895051126422,-0.359042201693422,1.1880385540646,-0.26521434459345,0.278680081129963,-1.61600362947535,0.355340379342083,0.363409029960639,-1.28415837999928
"Tubb4b",0.996717832334417,-0.395525956204673,0.722302551490341,-0.664791993231467,-1.37331108963411,-0.825814612318542,0.448995210731599,1.66849761994433,-0.577069563111904
"Rps18",0.492255118738439,1.12189314829521,0.40232991372193,1.30147183882715,0.39351104374099,-1.78584835857586,-0.61680959510645,-0.830895446011536,-0.477907663629857
"Myh9",1.62370764898511,-0.814753319605103,1.47815548431195,-0.0939528368313542,0.616424695536575,-0.454147306016837,-0.903515341227824,-0.883083901208167,-0.56883512394435
"Rpl41",0.616297630161725,1.27857944152989,0.118205292430814,1.24799901677541,0.577218237599486,-1.24851911594456,-1.03880141987755,-1.1219577806028,-0.429021302072405
"Tnfaip3",0.605844622219501,-0.18567427344927,1.10555611112905,0.211786546805503,0.682163871125429,1.18758862585672,-1.15214553631121,-0.988385521876212,-1.46673444549951
"Rpl12",0.227370460899022,0.836860142537532,0.408807704400366,0.900286877458853,0.211293113159003,-2.4258659802347,-0.25645315797243,-0.31878805161057,0.416488891362937
"Rpl27a",0.114565562948844,1.34295375079602,0.246315534509782,1.22083525133177,-0.0314031835989953,-1.80445178076951,-0.711950172428097,-0.819828103965221,0.442963141175371
"Rpl23",0.132714243420847,1.56763497521283,0.167757787020492,1.20969200954661,0.342636116695315,-1.26101599586652,-0.580886715933553,-1.39858449851691,-0.179947921579113
"Per1",0.735088747465124,-0.422835268989944,0.340371958028148,-0.884177410408246,-0.278618145311967,1.21863565127082,-0.297175461963628,1.31876274639723,-1.73005281648752
"Rpl10",0.233262896863391,0.914149938635179,0.643119506334129,1.48015900128586,0.303803891078471,-1.68038667874603,-0.755879289251866,-0.999412388524595,-0.138816877674553
"Rps7",0.533620853629356,0.924634705941023,0.607950022042954,1.13776803177385,-0.060455665419146,-2.16041405425733,-0.683214872260931,-0.231758550251246,-0.0681304711985191
"Itpr3",-0.362684967300024,-0.164733619201145,-0.860511866882984,-0.679330837156629,-1.52321916002233,0.284533403850594,0.949785386786833,0.648763175964099,1.70739848396159
"Pkp3",0.541319885677286,1.30350254794249,0.0649138475131071,0.00626846599934105,-1.90490995314061,-1.21162040905067,-0.0110080510502701,0.311771294683291,0.899762371426002
"Tnxb",1.42687157938125,0.19798484234842,1.34959162760091,-0.00194585348824932,0.617379616329656,-1.22617850827598,-0.49669132305425,-0.594981480968403,-1.27203049987336
"Sdc1",-0.824308079800095,-0.262168751676571,-0.717616279060233,-0.184131514568439,-1.26665668726311,0.348407418848467,0.32128126718199,0.417305734727805,2.16788689161019
"Atp5b",0.765679043229579,0.58459503209585,0.760958248004876,1.59120592984217,-0.00563302692121003,-1.43296362934404,-0.776100996393888,-1.05895377095114,-0.428786829562198
"Rps14",-0.373117831495513,0.641630562902151,0.157647612319934,1.25666066542471,0.380830215643559,-2.28836959821941,-0.452212451843808,0.216474300313927,0.460456524954441
"Rpl13a",-0.549433067128513,1.49971864020996,-0.156492077925006,1.10504536617069,0.499738376929371,-1.42894373949663,-0.358254367131652,-1.19913659958757,0.58775746795934
"Rpl28",0.544025089135685,0.960144746236806,0.412271646561335,1.16686284027977,0.151851140228589,-2.15474165896917,-0.25642809162741,-0.711509125561154,-0.112476586284469
"Eif5a",0.510365009773809,1.00594023846559,0.806126745861171,0.832108493842984,0.713113171400449,-0.112686096930503,-1.53913891258744,-1.24976190316864,-0.966066746657407
"Krt16",0.773773596620953,0.443000411018079,1.32289577484235,0.573002621825007,0.39271143825136,0.240832889725833,-1.63006097360068,-1.15363072239041,-0.962525036292494
"Ptprf",-0.262137702077285,-0.562403513137216,-0.62263049118991,-0.598952025484381,-1.53211635033886,0.00581876547441961,1.09417861778802,0.883390269837958,1.59485242912726
"Rps23",-0.13988072541983,1.08078186133614,-0.023180388860038,1.39371587324468,0.138571931839963,-2.14058754440592,-0.0136547218841733,-0.482636910782156,0.186870624931362
"Pkm",1.43203709906211,-0.433781462151987,0.872853734031561,-0.730152896891784,-0.323247490416266,-1.97748620090327,0.353301258352279,0.379338544126724,0.427137414790618
"Rps20",0.0414179042852275,1.4471360077525,0.337708025214949,1.25110551309365,0.253126725688236,-1.70196275058273,-0.47009370699099,-1.01052084527104,-0.147916873189816
"Sat1",0.927136981146865,0.819552359822919,0.989403142305101,0.555170400226798,0.666381155852292,-0.309155123123851,-1.145884285403,-0.937127446330765,-1.56547718449636
"Net1",0.713916117188861,0.499528265683596,0.327802177987252,0.00228728118489398,-0.941417403778901,-1.89273922282305,0.0116223593189438,-0.321372092368817,1.60037251760721
"Ier2",-0.452468478120516,0.0668064357355835,-0.190478390786811,0.2624286716739,0.332660508849896,-1.49938110046218,0.414272952193137,2.04749074766567,-0.981331346748681
"Rpl14",0.0254195097209584,1.10785812496401,0.271963026481367,1.16563243053279,-0.154119595747294,-2.23182172165778,-0.110590807194776,-0.436899585071311,0.362558617972045
"Ly6d",0.5016061998605,0.974270080353576,0.535643431341992,0.875969401555221,0.478705348434356,0.569476691162247,-1.22817585716942,-1.25938421052676,-1.44811108501171
"Ppia",0.437487932140293,0.370954518927528,0.166007150441617,1.43126553120281,-1.19811656720831,-1.96576834685988,0.425504392591796,-0.00513455995660192,0.337799948720749
"Syne2",1.19086961368841,-1.11169335791359,0.717660872332065,-0.608803359938363,-0.776614850799052,-1.31519592045603,0.317778475689899,0.17302385181251,1.41297467558414
"Btg1",-1.16070978827996,-1.04778827474091,0.19469697081186,-0.175392763587495,0.70072449980806,1.99698200292258,-0.953091147771552,0.227914392751316,0.216664108086103
"Anxa1",0.321451166374464,1.35640288249506,0.480077256998973,0.455359038823967,0.0598136229644207,0.826362953730799,-1.84711575883987,-1.10509504235301,-0.547256120194803
"Eif4g2",-1.41550691428779,-0.327635650147859,1.36139980060615,1.21008000855362,0.516755208431313,-0.240260090355606,-1.26118246413868,-0.489155219437974,0.645505320776804
"Ptms",-0.818287161887453,-0.618909654901771,-1.08686172121164,-0.318818580659435,-0.315851771054358,-0.589594636342126,1.09640059553443,0.8266533368146,1.82526959370778
"Tmsb4x",-0.630315550733093,-0.295859924780172,-0.573255992478382,-1.1275562137807,-1.07998831384904,0.961642812285869,0.612458121719662,0.300164360945542,1.83271070067032
"Ncor2",1.53805748752272,0.0435464487473989,1.36442891630448,0.0614024195940223,0.502206922793576,-0.905680794479456,-0.46370221346124,-0.76255649998467,-1.37770268703683
"Rpl17",-0.196472912889087,1.01543877087107,0.287365417440166,0.981924553196153,0.329232696293565,-2.21777099386021,-0.293054718008513,-0.572358244915791,0.665695431872645
"Malat1",-1.00340791096019,-0.498518171195591,-0.986109415307342,-0.429706512124985,2.0694515469695,1.11224327296983,-0.257002488739096,-0.0335042755571278,0.0265539539450009
"Rpl18",0.123663903750051,1.0309474224299,0.585618491434296,1.23763879274004,0.360345944503289,-2.05091059978575,-0.559575843742901,-0.621888412408506,-0.105839698920439
"Bcam",0.461442066225209,-0.68075647188197,0.212264993381577,-0.900574081805586,-0.680892588166985,-1.44541604152108,1.53199822476161,1.21989562872888,0.282038270278348
"Lgals3",-0.742630623300084,1.03691794918058,-1.03598300611569,0.32041723780065,-0.391542277956582,1.3707220420167,-1.33985954571173,-0.338484979781559,1.12044320386771
"Nfix",1.04143988070061,0.0475253664620588,0.511203962997873,-0.0636138191435943,-0.626977807234183,-2.19725339548385,1.11287482065001,0.381489249353084,-0.206688258302003
"App",-0.740068272704498,-0.624174419236145,-0.79107155765545,-0.525395121038953,-1.05153576081974,-0.135757191931279,1.46106468172836,1.25508820920306,1.15184943245464
"Ezr",0.929575199616097,0.321072950258769,0.994546221705248,0.0248561784262957,-0.365345462935786,1.06642455711853,-2.05252242859381,-0.721558751399189,-0.197048464196147
