"P1","P2","P3","P4","P5","P6","P7","P8","P9"
"Tpd52l2",1.06576629415884,0.931856367452235,0.843256920434807,0.323597954961362,0.828023356943688,-1.14704971431929,-0.384123350088995,-1.19885016562981,-1.26247766391283
"Srgap2",0.563571146469,1.36827552512563,0.186574679014784,0.715345663070098,0.549500602780618,0.325792964915907,-0.93484022839274,-1.12873775423319,-1.64548259875011
"D930015E06Rik",-0.688183519698614,1.24379747244125,-0.923910432855406,0.703491708461993,-0.400682304183247,-0.268219062886457,-0.703997919317628,-0.778133807050661,1.81583786508877
"Rnf167",-1.15656332174153,0.642593357745956,-1.74815222901737,-0.184494892111929,-0.355848725527487,0.455616878406074,0.846702354184383,0.0489953088517353,1.45115126921017
"Cnot6",-0.124227918058174,0.99339278718417,0.368024550700196,0.343966535964248,1.3991145224474,0.607164046792354,-1.42767792301577,-1.23362318463675,-0.926133417377671
"Edf1",1.10562992293872,1.0601429160524,0.466507100640379,0.525284213876129,-1.28683620577779,-0.836678797639876,-0.359007293720875,-1.44373547992406,0.768693623554967
"Tex2",1.8881711673227,0.370384406358324,1.22783520946569,-0.319178924572629,-0.166876162876192,-0.308233495564804,-0.692156930981506,-0.792194810335752,-1.20775045881583
"Tgfbr2",1.26288903219895,-0.547368204159814,1.10226719985293,-0.428571643617191,0.631132452038943,0.977587003994791,-0.67817477939186,-0.84186994559532,-1.47789111532143
"Dsg2",1.60417551394697,-0.292359516404337,1.60974488741005,0.0252615174183836,0.230466376379121,-0.985618374996186,-0.537794840199068,-0.642823313256526,-1.0110522502984
"Rab25",0.200981137152839,1.54832940486051,-0.158283553374105,0.878119441008371,-0.412438615773346,0.985046065610478,-1.33917332304189,-1.28886219957612,-0.413718356866741
"Rasa3",0.909176176347869,0.662479170441168,0.846330656965758,0.522045936200364,1.04522252777913,-0.292564241896567,-1.21148386040664,-1.34486933854403,-1.13633702688705
"Med13",-0.287580675551929,-1.04584937987169,0.5165183171164,0.248203711161467,1.79726991596348,1.15434608262557,-0.923603449241163,-0.644276706901806,-0.815027815300333
"Sf3a1",1.61628545726755,0.123637420245211,0.613284839738419,-0.186283795901385,0.0822236161675358,-1.89855107063302,0.620167138868734,-0.9826040879537,0.0118404822006511
"Tnk1",-0.0653012895923751,0.341659636205666,0.838588967025823,1.45060538431132,1.08733365977711,-0.794837722026641,-1.43541365025517,-0.407098815067963,-1.01553617037777
"Herc1",-0.26221852932806,-1.12242034254717,-0.718741264079783,-0.304256185770826,-0.0281362931355466,2.18768709733307,0.982046755907168,-0.511412815919231,-0.222548422459628
"Epb41l4b",-0.562019885310754,-0.336213201263815,-0.73267471238235,-0.675701785260457,-0.682650402658821,1.6552288474447,-0.353475464026633,-0.111006069356893,1.79851267281502
"Plekhg5",0.196350149605253,-0.757598288825695,-0.355052487297751,-1.0204322175362,-0.881997938003903,-0.85863813727124,1.58601291419644,1.00930820276346,1.08204780236963
"Vps13d",-0.370691237105467,-0.543351946928012,-0.76364331043496,-0.328917596982787,-0.120890650138922,2.29920352493077,0.914349916555912,-0.816223291374836,-0.269835408521712
"Klc3",-0.704228192249471,0.436216055448177,-0.893366230249612,0.0683507146739998,-1.14490276975703,1.07996128742088,-0.451403549981589,-0.321164235234297,1.93053691992895
"Paip2",-1.31805728556419,1.2474035337503,-1.46066928600617,0.613112579794121,-0.018803348133712,1.06638645010807,0.50414139255866,-0.86670493832551,0.233190901818422
"Arap2",0.362636925821237,0.366890241664924,0.218135796509616,0.422166801191857,-0.39756535049102,1.94907810082512,-1.19792780200257,-1.42340307938419,-0.300011634134968
"Lonp1",-0.672181415110927,-0.177039452422419,-0.350596546643869,1.1646135238044,0.657155285304408,-2.03408490633952,1.17426036662664,-0.055781598935061,0.293654743716347
"Hmg20b",-0.306620420799843,1.69733440140719,-0.594017354075264,0.746755436551845,-0.231739910896406,1.27719071973488,-0.821773203042808,-1.19415716930196,-0.572972499577633
"Pbrm1",1.40236260335498,0.835087725694684,0.106567853409913,0.684042605408261,-1.51698703181521,0.254060709798077,-0.686945070311593,-1.38697452734474,0.308785131805622
"Sh2b1",-0.273702893774766,0.211787940324157,-0.969199901492284,-0.112962376350885,-0.961025461635883,2.41209449410082,0.209440700989439,-0.190624874077551,-0.325807628083045
"Fam134a",-0.771007702856528,0.286630627093618,-1.51084695528913,-0.198815562484885,-0.00905682689043411,1.08889433828405,-0.262505556651215,-0.494621205881046,1.87132884467558
"Rab2a",-0.357745647423395,1.25965252542247,-0.846532801101762,-0.220505472570673,-1.36834747422105,-0.899442001172965,1.57055282273669,0.42101293539806,0.441355112932611
"Rock2",0.329611023945045,-1.56735113708301,0.672806995331103,-0.444113963610154,2.01997595067523,-0.408583404414411,0.210704389741106,-0.121309300272401,-0.691740554312508
"Osgin2",1.33627766203269,0.378302295532402,1.43565806884319,0.137194313480245,0.401151675842403,-0.749442217167294,-0.714322178261203,-0.735873382192038,-1.4889462381104
"Dynll2",-0.130880314742599,-0.765809827444108,-0.456477743916741,0.00373386630704186,-0.731671426305756,-1.47685162489434,1.04559932516114,0.922759234457608,1.58959851137776
"Ppp2r2a",0.425842715512866,0.145474576006655,1.32402872689256,0.510591164703571,0.821590640929384,0.255798408765751,-1.70710090652022,-0.362939355959809,-1.41328597033074
"Taok2",-0.647504865860931,-0.48206677060284,-1.49451237862701,-0.830673800665953,0.189913635817586,0.0601669117326279,1.85238251587852,0.816511339360635,0.535783412967367
"Akap8",-1.15606397667074,-0.583373483961611,-1.30353755013498,-0.408376255448664,0.306937869729652,7.93132694161177e-05,0.758447314267351,0.506820537740995,1.87906623120857
"Cdkn1b",-1.21614610575064,-0.417756195858391,-1.22134925430474,-0.567645984718219,-0.304537777873668,1.18918636386412,0.424264553930972,0.504190452785062,1.6097939479255
"Pan2",-0.908047114980166,1.09865010667924,-1.08846147339522,0.313732541361283,1.54098030474386,0.811000903089239,0.0446739914577033,-0.84195208685717,-0.970577172098769
"Nin",1.32894079984121,-1.50676520791164,0.856736275234735,-1.17755542807957,0.0141818315613374,-0.97807898933751,0.799206786383813,0.448637161576514,0.2146967707311
"Atp13a2",-1.37880250602121,-0.30850778095292,-1.33223794303885,-0.174215536372672,-0.537702204968582,0.931124570542001,0.575253666481995,0.769049698462324,1.45603803586791
"Mapk13",0.305949500219037,1.57015406632684,0.382398177633035,0.911185039917512,0.270468009862809,-0.0225002080872574,-1.64726303110937,-1.11997944601728,-0.650412108745329
"Srp72",0.492803954230874,-0.0518736128898273,-0.280871512705271,-0.0621066821660765,-1.47253621421147,-0.988987080923026,0.538520108378859,-0.221017473971394,2.04606851425733
"Cops7a",0.485687069291109,0.356719266189838,0.0886070955815394,0.763337733830025,-1.1672122502941,-2.0450375826019,0.590622325381675,-0.137612663222035,1.06488900584385
"Eif3m",0.502362338121072,0.990768689435784,0.855165432162902,1.10615311203984,-0.340988986793224,-1.5220487092095,-1.37024626111806,-0.598532173878873,0.377366559240058
"Mga",-0.246056112497573,-0.543459908209714,-0.0955439781901407,-0.362690417104358,1.5994568868223,-1.51295389286586,1.3716578255047,0.508212051570248,-0.718622455029606
"Zfp740",-1.52073170018116,0.476557903499975,-0.97389777010253,-0.176920903875505,0.87931764737112,1.83258881557405,0.172114966037151,-0.546881079238948,-0.142147879084146
"Tnrc6c",-0.868414768915714,-1.02758394637292,-0.659232615830748,-0.923995836177399,-0.240162311445537,0.283862699985427,1.79375659879567,1.13556564969763,0.506204530263596
"Amd1",-0.485970076442987,-0.827086733571677,0.350831157992541,-0.878827588371143,-0.284789249270097,0.182264639056136,1.23071198978455,1.82293796002057,-1.11007209919789
"Stk38",0.251452241694525,1.6324654966516,-0.269264339448961,0.831690558917015,0.847423996394243,-0.416136562671828,-0.684189776431616,-1.70606878860701,-0.487372826497981
"9530068E07Rik",-0.0615014390686765,-0.956023641562744,-0.105761291294752,-0.741228877257357,-0.634320935137578,-1.18866777894301,1.56528701075195,1.01468267360213,1.10753427891005
"Adrm1",-0.168231325940677,0.664980376784012,-0.541031831357086,1.07011560325508,1.32414043619275,0.865089183408569,-1.38162045823856,-0.92854125898068,-0.904900725123402
"Ddx42",-0.556550645958069,0.0560399718695606,0.0218166368067615,-0.0354364681502544,2.4208370068439,0.300717218552523,-0.741038486801379,-0.967943193727705,-0.498442039435321
"Nacc1",1.57560210740178,0.873212892548063,0.603012976185212,0.55964616092593,0.205269423258409,-0.543555802744999,-0.883510156963025,-1.4236297603989,-0.966047840212462
"Rab22a",0.577462035161729,1.56035208395505,0.709935903217639,0.280032495596314,-0.797438591275758,-0.131383676863106,-1.14894201841662,-1.55576245780718,0.50574422643193
"Sdf4",-0.798743231576104,-0.871237197461628,-0.795300424748012,-0.946035732302877,-0.616247578623397,0.387937097873998,1.44582287842016,0.941306225074752,1.25249796334311
"Setd8",0.47684349628079,1.13437911509987,0.073671094191737,0.607432002245855,-1.11146366774119,1.32702741447971,-1.11101785189621,-1.37114085851615,-0.0257307441444126
"Tmc6",-1.24070503028154,1.01485978947881,-0.962261414536383,1.19638992326582,-0.291682293185607,-0.534318578263832,1.3229115036305,0.389717057698055,-0.894910957805815
"Nadk",-0.123683036917618,-0.129491913962623,-0.334005049398833,2.10346339428187,0.606095293474174,-1.48339935825205,-0.41553801541037,-0.688936696637855,0.465495382823304
"Atf6b",1.32448023831211,1.5449913137103,0.390834401742459,0.145035110856373,-1.18429308504962,-1.13741873001545,-0.0523879228908895,-0.992182262630992,-0.0390590640342839
"Rab6a",-0.727770176831339,0.0379292982451691,0.391321059137029,0.538417347631833,1.90623570651901,0.732366077292333,-0.992869015553893,-0.728103484535448,-1.15752681190471
"Ackr4",0.595678780034145,0.0590696908143998,0.220043666009014,-0.158333227582423,-0.211891566338685,-1.52812457150897,1.47433972823427,0.981432293515722,-1.43221479317748
"Pcyt2",-1.51765315351028,0.332037375904164,-1.16645294122318,1.54755674208557,1.10528605903741,-0.278606929903988,-0.512828671696124,0.5176256816676,-0.0269641623611747
"Med15",1.35691917913176,-0.928640833700096,-0.249665514862027,-0.709264077348479,1.13339317074123,-1.2944864868417,1.03641640553128,-0.736771255642198,0.392099412990232
"Mdn1",-0.150753344387185,-0.975487139048581,-0.458037858295226,0.193667728152165,-0.458639926022583,-1.44585828438161,1.84737732448296,0.815433799730565,0.632297699769495
"Tpd52",0.0970847755706736,1.5284539523121,0.0646727104312998,0.643929902840375,-0.629413725152639,0.956927578610792,-1.34647994030358,-1.44684409695302,0.131668842644
"Dlst",-0.0271032938343686,-0.354153000314352,-0.223458108178687,0.0161592588732844,1.0359258813565,2.12795483766531,-0.772989550866003,-0.918369386559703,-0.88396663814198
"Ghitm",-1.39935594791517,0.614448347788439,0.160662702561079,1.10179752761487,1.18226349503775,0.415529043184909,0.124643858081199,-1.55746722070051,-0.642521805652575
"Ier5",-0.554242083102516,-0.493459393171474,-0.111327813713843,-0.279187047263789,1.52105368911065,1.83627705662632,-1.09961068865652,-0.663247084010632,-0.156256635818203
"Idh3b",-0.241363978137528,0.586249076283771,-1.08954669900953,1.30982691842991,0.109607954703323,-1.43171857705124,0.272462607595138,-0.862717311938173,1.34720000912435
"Nolc1",0.659022905748464,0.177241339648765,0.803317420399885,1.1047297678689,1.20482283661925,-1.22357263817378,-1.25090808768837,-0.921347054889802,-0.55330648953332
"Pdlim5",-0.483351754305528,-0.0463407615534025,-0.832502005270595,-0.485788141241326,-1.11324949741615,1.67355560727513,1.23287109159515,0.825396510689333,-0.770591049772619
"Sgpp1",-0.523232911629121,1.46487449577569,-0.614922786242038,1.09010290754357,-0.310837901154617,1.30884052100051,-0.990369436941027,-1.03538719834544,-0.389067690007529
"Topbp1",1.49032915450431,0.0133100260645328,1.38695112931313,0.45055207480003,0.271317602223339,-0.442380957488766,-1.02236415931732,-0.948899365028495,-1.19881550507076
"Clptm1l",0.526595517141663,1.11338758242574,-0.539483062864017,0.948043370514768,-1.43438225042591,0.555915372453909,0.410766639371108,-1.65889176501799,0.0780485964007287
"Api5",-0.618095715703532,-0.119704396689759,1.08968962692862,-0.378499828938117,2.19372348683851,-0.34641157087837,-0.99769822114394,-0.35471170695697,-0.46829167345645
"Slc44a1",0.327990743544365,-0.0305063025166207,0.667517987045351,-0.515846949859971,-0.442762923216464,-2.06045462765155,0.536878328055655,-0.0473669428973117,1.56455068749655
"Epm2aip1",0.127712113746308,1.50326919934664,-1.18373453125478,-0.746927872955861,1.53791551087258,-0.00391224987446916,-1.07382607001186,-0.421979882267503,0.261483782398952
"Rmnd5a",-0.352278600852187,0.780254209427187,-0.860535343438142,0.0635170190394146,-0.559017561897575,1.39837926263243,-0.76387432920603,-1.2000688501903,1.4936241944852
"Kpna4",-0.0312622891147787,-0.0310485659862385,-0.261739558681475,-0.651253790463213,0.371425685235741,2.44800590840104,-0.214280591304125,-0.797414429742476,-0.832432368344485
"Nap1l4",0.594048229289939,-0.326807672386359,-0.224898883765304,0.943138934065411,0.463626958948983,-1.97889363964599,1.14051917703894,-1.00606671607475,0.395333612529123
"Ddost",1.23660305602288,-0.275979569023379,0.37820489771058,-0.502588505583987,-1.29675590772366,-1.33261215927011,1.44736054277341,-0.266975691669634,0.612743336763891
"Eif1a",0.225116342514035,0.109777235603764,0.775170276265404,0.664414724724271,1.76126140158711,-0.574433263607127,-1.47550335019619,-0.441235933642437,-1.04456743324883
"Ptgs1",0.154249405943679,1.28053226299599,0.262616514238459,0.78474820071595,0.458661560286509,0.832641331312707,-1.28904197660722,-1.25259662267992,-1.23181067620616
"Il4ra",0.463293051083439,-0.515056173136001,0.973127939641802,-0.025590896726886,0.853495579014378,1.50382023282755,-1.27061626158516,-0.952846669678478,-1.02962680144065
"Fbf1",0.652079557326438,0.248334287979793,-0.372191865541845,0.0888659941399903,0.0540329367895404,-2.46410863441207,0.416620859872848,0.395624335865656,0.980742527979673
"Slc4a2",-0.274636567768702,-0.602978250054567,-0.39555718541099,-1.04456672178308,-0.174498851052177,-1.21500642777973,1.25536533837282,0.890588944370547,1.56128972110588
"Cramp1l",1.52560797431751,0.291619953047656,0.709120294001896,0.457323694879197,0.637725761467687,-1.25019096828103,0.0301027573137523,-1.30496245328787,-1.0963470134588
"Rnf217",0.113837761870621,-0.796033758790281,1.14532144547989,-0.603099557515058,0.62112954207024,-1.98589933951859,0.89711406428223,-0.119778148703301,0.727407990824255
"Arntl",1.53387431328398,0.157012923604754,1.55001272613608,-0.385667470098075,0.327007941156757,-1.33138992933126,-0.715283605971214,-0.700782733061518,-0.434784165719514
"Psmb1",0.499352554314133,1.55423138367936,-0.369528718561013,0.647350462525404,-0.841965422484048,-0.401288322034929,-0.0475638029597724,-1.81755762933695,0.776969494857805
"Xpo1",-0.626543487366229,-0.65825814069403,-0.00623699062036231,-0.260605867794601,0.689307478506048,-0.582525676624916,-0.334442860546313,-0.626409240996909,2.4057147861373
"Smarce1",0.246614187389366,-0.0376473502456948,-0.332097938399274,-1.14542955871326,-0.214086691872916,-1.69170586448004,1.32396071338123,0.657879787952686,1.19251271498789
"Gpt",1.23802732079413,0.806471189380156,0.846976762711869,1.00010842385126,0.123331534337716,-0.916947799175424,-0.874231454533882,-1.05476869250437,-1.16896728486146
"Pcmtd1",-0.471676672205134,-0.0437680101689331,-0.595898709370899,-0.596124483690315,-1.70825017159336,0.290517579834632,1.31253230473645,0.315994048372173,1.49667411408539
"Ube2b",-1.85144167095669,-0.100888070240049,-0.811349591889285,0.376771160774067,1.32454488045645,0.633087191344146,-0.755009936172033,0.182743809603544,1.00154222707984
"Med25",-0.654273812507186,-0.896379305874834,-0.51299033031343,-0.617095398038764,1.8870602621361,-1.10691850194438,0.928037446716372,0.441505513141192,0.531054126684925
"Ssbp3",-1.23867316174797,-1.07952028009098,-1.04217951274066,-0.360766696893878,-0.148134863796476,0.837854411448308,0.88787140688167,0.70138676702084,1.44216192991915
"Tbc1d9b",1.52400676340354,0.1013777477838,0.286529099247777,-0.352755795337603,-0.937461338428554,-1.46591488342298,1.1888543734558,0.520534258814805,-0.86517022551659
"Arrdc3",-0.534179879841952,0.202466626164708,-0.237979373518491,0.256793529087367,2.49424213390771,-0.307655647464378,-0.65733390264083,-0.786138033359567,-0.430215452334565
"Elk4",-0.0649904173234357,0.0266355562538939,0.0784941858947205,0.179683847812073,1.64705732095413,1.1733575771176,-1.63600261113418,-1.02196940754289,-0.382266052031908
"Pik3cb",1.20841438938712,-0.242351527201125,1.44376164049128,-0.966987667239198,-0.66842829459758,0.161117140834697,-1.31623440930162,-0.578992720302341,0.959701447928767
"Smox",0.872938888580635,0.0596078459969306,1.01594278031049,0.0731507537991412,0.0586998841938185,1.43487013481171,-1.20852222001245,-1.23612379773434,-1.07056426994594
"Suv420h2",0.550772231573904,0.816866366340351,0.172464815589541,0.878255639865397,1.12222899756935,-0.789961475057006,0.168549858457779,-1.29276410372917,-1.62641233061015
"Cyc1",-0.240351051379095,1.16843933473199,-0.543783225281359,1.89342097806925,0.466742719492725,-0.770408844363596,-0.704942123039827,-1.17427445167842,-0.0948433365516643
"Senp6",-1.43313103478546,-0.198628777154399,-1.17287921954749,-0.609322954934786,1.50826371879307,1.19534869654623,-0.200627193296966,0.434832101163979,0.476144663215845
"Eif3g",-0.42293018959692,0.222145636983302,-0.439220586606802,1.70579064471706,-0.159469874467463,-1.29556706788435,0.1610014452251,-1.09278215894877,1.32103215057883
"Rell1",0.876039497205572,0.0703348240587281,1.04972779184669,0.472921810453255,1.31554638190336,-0.358734903894347,-1.12208147926272,-0.896961868931782,-1.40679205337875
"Tcf20",0.581987248970939,-1.19242129174589,0.744933840443467,-0.951841677345237,0.293060085648582,-1.43762689391972,1.35023219446265,-0.248975665497727,0.860652158982932
"Tprgl",-1.08851262421397,0.298769117467769,-1.28319516514183,-0.536837830562199,-0.688415608400611,0.853887369850726,0.365041401105813,0.235539119275096,1.84372422061921
"Megf9",0.326930805229913,0.730807382290685,-0.133337723269401,-0.134832958092488,-2.24631928455079,-0.270704145759307,1.37118618673243,-0.182580572659713,0.538850310078666
"2010111I01Rik",-1.00089423927499,-0.318413286499516,-0.974328335455827,-0.505700954007034,-0.157426526075769,-0.77490430605712,1.75163012932832,1.12791790614529,0.852119611896645
"Serinc1",-1.32615342603625,-0.342273803104219,-1.33263090459376,-0.478456303565378,1.04851159039729,0.938436580691885,0.99481420570966,-0.467282660297594,0.965034720798376
"Chd6",-0.882736801684999,-0.663133662688378,-0.835272581025257,-0.717845054757532,-0.114987245196927,-0.593873601877883,1.30263960350709,0.82409977633752,1.68110956738636
"Mfsd1",1.46708260799415,0.863694719494081,1.18071611712984,0.220466998283782,-0.716829025525125,-0.37091861011714,-0.22747091776826,-1.34162941623766,-1.07511247325367
"Sart1",-1.85785755398919,0.53379752473745,-1.21554568469679,0.603233198229127,1.22353799832538,0.767419574193179,-0.486582666273464,0.161536827063368,0.270460782410937
"Kctd20",-0.198810760472971,0.346206441576004,0.110972356835384,0.042109930540778,1.18854222566104,0.118970386239283,-1.88795919587245,-1.04241992896969,1.32238854446262
"Serpinb10",1.64243203859388,-0.567641347417533,1.32959207384787,-0.789595713803029,-0.196151311664157,-1.12408246150561,0.46100500768191,0.250284281158779,-1.00584256689211
"Prdm2",-0.43346842400324,-1.12654251288188,-0.50235848309051,-0.798969259806079,0.821183026859089,2.01804645305216,-0.662283610934755,0.00115258337802236,0.683240227427201
"Glul",0.408052717445307,0.409267162894314,0.424926116781432,0.96973641687149,1.43156107365025,-0.056661839805282,-1.04079025479837,-0.98327878224692,-1.56281261079223
"Tomm20",-0.378490714316603,1.0096216795148,-0.0329401628249248,1.7871881624291,-1.26110124770948,-0.602030627085833,-0.661071548196839,0.857705740840743,-0.718881282650956
"Elovl1",0.174316657664254,1.19628924613451,-0.170506480685796,0.544239706885754,-0.154765867985816,1.63148106259642,-1.11747318399861,-0.869746114319915,-1.2338350262908
"Hdgfrp2",0.1635068247288,0.163305058286412,-0.368974674945156,0.0768920405441733,1.94619986077781,-0.824415012278372,0.745510383596213,-0.253676605838086,-1.64834787487181
"Scaf8",-0.475726112252995,-0.809029788115357,1.2693349267665,-1.4843980910357,1.71733908892417,-0.406057694941815,0.170582831096053,-0.27484517509091,0.292800014650048
"Sppl3",-0.9472131659187,1.25081087338037,-0.58722222182179,0.721384675314715,-0.294452610145725,1.52318713808043,-1.28973871267558,-0.704049255848115,0.327293279634402
"Top3b",-0.788702202012103,0.622404538914492,-1.11535806346559,-0.706003435946811,-0.748121447023913,0.124832323009213,1.87624491735938,-0.296967006468588,1.03167037563392
"Cbr2",1.10301739109902,-0.578933815681759,0.735171204448926,-0.656943238548257,-0.382826826982526,-1.52040005624924,1.34553228289639,0.754387088572963,-0.799004029555512
"Usp9x",-0.299067955917253,-0.747935438091815,0.176592354882955,0.181517567740359,1.86052851409379,1.16105116482146,-1.43636581655818,-0.527436330881945,-0.368884060089372
"4932438A13Rik",-1.0828243563495,-0.740726993339653,-0.998420014794065,-0.000614346555822761,-0.074758412755811,2.26779168492812,0.209700860148092,0.183544357051659,0.23630722166698
"Btbd11",1.03307946236373,-0.270562226838177,0.983530334527508,-0.195096839958719,-0.629861169327015,-2.14179160532088,0.752509607210483,0.54576836096794,-0.0775759236248637
"Pan3",-0.604637668926802,0.55136938115206,-0.765367312186478,0.141530581483496,1.13085239434829,1.76113205490124,-1.02111333166163,-1.1395443750569,-0.0542217240532596
"Sprr1a",-0.237945347329673,0.68012941746443,-0.419131432322928,0.69005094439007,-0.257823877121095,2.08584323008208,-1.05246680764753,-1.05738914204886,-0.431266985466496
"Tapbp",1.12380718137081,-0.0117602931625871,0.551355890406507,-0.378127703658782,-0.383086133943875,1.70534308708577,-0.618821624296387,-1.6556306618876,-0.333079741913883
"Zc3h4",0.277816525294011,-0.0775638194788247,-0.574664716798546,-0.517025826793196,-1.37792716193652,-0.18949686955848,1.3937276112378,-0.666374511463804,1.73150876949755
"Ccnd1",1.70728218502036,-0.459369657042474,1.09998640019893,-0.708402550699276,-0.315775499290279,-0.954362579222525,0.535017764527459,0.401231169291661,-1.30560723278386
"Ciz1",0.178497840930636,0.674576272317119,-1.0143763650313,-0.132415259890147,1.50150383325466,-1.21552801025677,1.29351261754434,-0.300254668154545,-0.985516260714008
"Plekhn1",-0.894608657668315,0.657918721637662,-1.1018531038254,0.18565425577203,-0.693931029590629,1.96458523276304,-0.449464686164076,-0.512421854743391,0.844121121819073
"Trmt1",-0.481037607348728,0.864911617387351,-0.15371520334479,0.972276302406354,1.71041056723929,-1.59321735301361,-0.373537318360143,-0.454864785355085,-0.491226219610648
"Atp9b",-0.451730434112396,0.409518612990567,-0.47341072129986,0.79449157287362,-0.930758677314901,-1.50989820770255,1.79005758129206,-0.234490305047172,0.606220578320639
"Slc38a10",0.590632572482704,-1.47379557496876,-0.520702802216635,-0.961284206682416,-0.532175040992384,0.170391879791173,1.72547126538499,0.997179995729214,0.00428191147211673
"Kdm1a",-0.607304292612187,0.964245600817632,0.286767314425297,0.71457312287755,0.849668527257864,0.204517445758824,-2.19283439484071,-0.615857966209679,0.396224642525411
"Zak",-0.0534609699484358,-0.4794699038414,0.0669922502184893,-0.515155341140056,-0.292339396622799,-1.73005387465364,1.87593523340931,0.927100276338646,0.20045172623989
"Ncoa6",0.776977134923397,-0.894949663258794,-0.148547452282891,-0.273563048320472,-0.45744732893243,-0.28700599956534,-0.949509420463617,-0.068259700581491,2.30230547848163
"Sema4b",0.452822659177085,1.08942255536061,0.401902531626249,0.0918458309348448,-0.215642960708129,0.769317626125027,-1.85469594243407,-1.38969164734186,0.654719347260256
"Gtpbp2",-0.816923619199358,0.0371296863018477,-1.29130659438718,-0.126687229023914,-0.362369617840448,2.3076588489439,0.398665588615676,-0.176806847024324,0.0306397836137891
"Ppip5k1",0.288986623065092,0.674212061629233,0.199913216073101,-0.548268641945797,-1.30434696417615,-1.14822720208617,0.212386629098213,-0.356864997388577,1.98220927573107
"Rbbp4",0.351606925345296,-2.0551208977669,-0.156344643817468,-0.826194533881457,0.187795742803006,0.330614978049271,0.44410711985819,0.113864589422092,1.60967071998795
"Ddi2",-0.163281625336786,1.87926276105572,-0.598525739516541,1.12869803664782,-0.317719191477045,0.081554074276125,-0.414165110657215,-1.59071142767103,-0.00511177732105659
"Fbl",-0.111410838593798,0.807071172730468,0.463758529995187,1.48674911641943,1.1224930073686,-0.958275667049234,-1.12285160347041,-0.689226758521295,-0.99830695887896
"Flrt3",-0.130632115342215,-1.4934144816335,0.374029078175202,-1.16417313116769,-0.645008302948584,1.64690118706879,0.00650290504744524,0.968378589706658,0.437416271093899
"Plbd2",1.4096307345829,-0.154897690151543,0.67727883777723,-0.441976789293335,-0.580752521739822,-0.859653424177818,1.35395330536873,0.146857372091742,-1.55043982445809
"Arpc1b",-0.791139108223369,-1.14531097675537,-0.597166200051529,0.146118504644423,0.681154604147626,1.76429265940496,-0.634244104067573,-0.589172494043327,1.16546711494415
"Slc6a4",1.70134790780872,-0.141696733002572,1.54992926208266,-0.335952005475331,0.342000499574002,-0.764484179768725,-0.726333796690315,-0.709385190450497,-0.915425764077948
"Odf2",1.56942496523173,0.122731632591749,0.137259649007854,-1.2803552363531,0.677699699388364,-1.37215920645294,-0.27654817110502,-0.6124634657425,1.03441013343388
"Vps35",1.03296293742664,1.79112799415467,0.340055048353349,-0.203941241498303,-1.17691000988357,-0.684595319316545,0.553506094910829,-0.971996855620046,-0.680208648527032
"Cxxc1",-1.34460351254675,-0.230959264733755,-1.22008325947694,0.840204451281402,0.928497363861185,-0.80944457091524,0.532766995331438,-0.152331221181152,1.4559530183798
"Lrch1",1.59313388797796,0.163845931493838,1.36508146566802,-0.409013895523685,-0.287294543342018,0.259317188250582,-0.788547057424949,-1.59415212526938,-0.302370851830376
"Mib1",0.078204209039439,0.931177492799361,-0.358391684025231,1.06331376146628,1.50282621683995,0.0133053392974631,-0.787186987205266,-1.26986085967561,-1.17338748853639
"Rhbdf2",-0.662409078428143,1.00735252680274,-0.496769563260693,1.04967364672597,0.49037432165946,1.37127641136637,-1.49602165284204,-0.774439048645573,-0.489037563378101
"Elf2",0.547423679973648,-0.270301150030971,1.14804307657039,-0.0613371354821407,1.791013608762,-0.801020509911753,-1.22995241041109,-0.956783901182905,-0.167085258287182
"Ccdc6",0.960810393190215,1.14563869346629,0.511608518381665,0.415946655282939,0.426213935579283,0.396581465726627,-1.29738209828745,-1.40650755470527,-1.15291000863431
"Edc4",-1.04435666728448,-0.419099309860792,-1.11491534640143,-0.0756465735666048,1.97839798770936,1.14001807362546,0.039448152502333,0.015218908804368,-0.519065225528225
"Wbp2",-1.15151976281055,-0.246839732040517,-1.30753897202386,-0.0784010922031999,-0.0305411128003955,1.32960254735428,-0.61648228099328,0.53132817287132,1.5703922326462
"Cand1",-0.601794739371999,-0.631315549738154,0.435177347811368,0.855251010578141,0.539491968723433,0.435512115553819,-0.990437292490036,-1.57912800435311,1.53724314328653
"Psmc3",-0.8381387815853,-0.295737899247839,-1.02993970374197,0.0508899682259422,-0.921090086813364,0.706126059702201,0.53084175302832,-0.306297419750671,2.10334611018267
"Cyth2",-0.586942109412831,-0.506424718199448,-0.0857955815291504,-0.431441133157646,1.55283326048256,0.701470457763893,-1.79684201669901,0.124536956824983,1.02860488392664
"Cdk9",-1.10725872591422,-0.128242826406951,-0.206681499571102,0.235384727207572,1.29991964049047,1.53214750544203,-1.61181747058935,-0.116488148914253,0.1030367982558
"Cyp4b1",-0.569613654303447,-0.109442997434111,-0.150627390189456,0.347307414209506,0.3604329985765,-2.09025697719683,0.487324152260464,0.0574285789508391,1.66744787512653
"Ranbp2",-0.867249888801728,-1.00071384222464,-0.578127479943016,0.165402812676703,1.61806964505575,1.57842031134614,-0.811346163062772,-0.288407550846947,0.183952155800505
